package,version,fan_in_global,fan_out_global,jt_in_degree,jt_out_degree,jt_instability,global_instability,jt_dependency_score,msr_ecosystem_risk_score
@jun-a/ccgui,1.2.4,0,36,0,0,1.0000,1.0000,36,0.00
gasleboss-webapp,1.0.0,0,14,0,0,1.0000,1.0000,14,0.00
@hdwebsoft/hdcode-ai-linux-x64-musl,0.1.16,0,0,0,0,0.0000,0.0000,0,0.00
react-ptoject-studio-dance,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
jagr-e2e-generator,1.0.0,0,9,0,0,1.0000,1.0000,9,0.00
@belife/belife-bim-air,2.3.11-patch.1,0,0,0,0,0.0000,0.0000,0,0.00
create-native-di,1.0.2,0,31,0,2,1.0000,1.0000,31,0.00
create-kro-app,0.0.3,0,2,0,0,1.0000,1.0000,2,0.00
castclaw-windows-arm64,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
trip-simulator,3.0.1,0,14,0,0,1.0000,1.0000,14,0.00
cpsi-react-web-component,0.1.0,0,45,0,1,1.0000,1.0000,45,0.00
deg-advance-reference-architecture,0.0.1,0,47,0,0,1.0000,1.0000,47,0.00
vscode-live2d-models,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@wispbit/local-darwin-x64,1.0.106,0,0,0,0,0.0000,0.0000,0,0.00
slip-full-2019,1.0.0,0,28,0,0,1.0000,1.0000,28,0.00
@siisee11/discode-linux-x64-baseline,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
railwise-windows-x64,1.0.5,0,0,0,0,0.0000,0.0000,0,0.00
jinana,1.0.5,0,9,0,0,1.0000,1.0000,9,0.00
sipqwerty,0.0.1,0,31,0,0,1.0000,1.0000,31,0.00
htl-villach-3d-scene-navigation-project,1.0.0,0,3,0,0,1.0000,1.0000,3,0.00
devtopai-linux-x64-baseline,1.4.1,0,0,0,0,0.0000,0.0000,0,0.00
devtopai-linux-arm64-musl,1.4.1,0,0,0,0,0.0000,0.0000,0,0.00
mediawarp,3.0.0-alpha3,0,66,0,0,1.0000,1.0000,66,0.00
@ronii/zerokey-linux-x64-baseline,0.0.0-dev-202604010446,0,0,0,0,0.0000,0.0000,0,0.00
@papalqi/hapi-win32-x64,0.15.11,0,0,0,0,0.0000,0.0000,0,0.00
joey-emotion-collect,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
devtopai-linux-x64-baseline-musl,1.4.1,0,0,0,0,0.0000,0.0000,0,0.00
z-comps-api,1.0.30-2.f79e262c,0,96,0,0,1.0000,1.0000,96,0.00
@depup/next,16.2.3-depup.0,0,227,0,0,1.0000,1.0000,227,0.00
next-hybrid,16.2.0-hybrid.2,0,228,0,0,1.0000,1.0000,228,0.00
encdectrytestkinj,0.0.1,0,10,0,0,1.0000,1.0000,10,0.00
@harvi-code/harvicode-windows-x64,1.4.8,0,0,0,0,0.0000,0.0000,0,0.00
@storozhok/adminjs,1.0.1,0,87,0,0,1.0000,1.0000,87,0.00
@emilyhsia/themebau,1.0.1,0,67,0,0,1.0000,1.0000,67,0.00
cordova-plugin-lcs,0.2.4,0,0,0,0,0.0000,0.0000,0,0.00
cordova-plugin-lcs2,0.0.9,0,0,0,0,0.0000,0.0000,0,0.00
monetcli,1.3.1,0,26,0,1,1.0000,1.0000,26,0.00
cansin-music-jackyxue1,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@symbolic-agent/symbolic-windows-x64-baseline,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
galeneai-cli-windows-x64,0.0.28,0,0,0,0,0.0000,0.0000,0,0.00
@aminya/solid-icons,2.0.12,0,0,0,0,0.0000,0.0000,0,0.00
galeneai-cli-linux-x64,0.0.28,0,0,0,0,0.0000,0.0000,0,0.00
redis-dumper,2.0.5,0,1,0,0,1.0000,1.0000,1,0.00
@lobehub/assets-emoji-anim,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
test_1_zip,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@thesolaceproject/emberharmony-linux-arm64-musl,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
marte,1.0.1,0,28,0,0,1.0000,1.0000,28,0.00
@symbolic-agent/symbolic-linux-arm64,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
docscanner,4.0.0,0,22,0,1,1.0000,1.0000,22,0.00
@matrixd-dev/test-package-20,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
coursedio-0snoitadnuof-gnitfard-3yllatigid-dna-dnah-yb-senil-gniward,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@yaju810/data-1-5,20200312053750.1869636759.0,0,0,0,0,0.0000,0.0000,0,0.00
nitpiq-darwin-x64,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
@kontexted/darwin-arm64,0.1.18,0,0,0,0,0.0000,0.0000,0,0.00
zyang32,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@wql-test/react-native-harmony,0.72.25,0,21,0,0,1.0000,1.0000,21,0.00
@pixelml/claw-linux-arm64-musl,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@yaju810/data-1-3,20200312053750.1869636759.0,0,0,0,0,0.0000,0.0000,0,0.00
@public-essentials/templates,1.0.4,0,1,0,0,1.0000,1.0000,1,0.00
@depup/next__swc-linux-x64-musl,16.2.3-depup.0,0,0,0,0,0.0000,0.0000,0,0.00
@x-cmd-pkg/mysql,0.0.0-v8.3.0-win.x64.0,0,0,0,0,0.0000,0.0000,0,0.00
cms-fea,0.0.0,0,43,0,0,1.0000,1.0000,43,0.00
@vibetechnologies/opencode-linux-x64-musl,0.0.0-dev-202603152010,0,0,0,0,0.0000,0.0000,0,0.00
@enactprotocol/enact-win32-x64,2.3.8,0,0,0,0,0.0000,0.0000,0,0.00
@microsoft/inshellisense-darwin-x64,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
mildnet-android,1.0.0,0,2,0,0,1.0000,1.0000,2,0.00
@symbolic-agent/symbolic-linux-x64-baseline-musl,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-17,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
zyang33,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
electron-prebuilt-win,3.1.3,0,0,0,0,0.0000,0.0000,0,0.00
@depup/next__swc-linux-arm64-musl,16.2.3-depup.0,0,0,0,0,0.0000,0.0000,0,0.00
@aekanun/dev-ragdocs,0.1.16,0,11,0,0,1.0000,1.0000,11,0.00
sentinel-desktop,0.5.2,0,126,0,0,1.0000,1.0000,126,0.00
zyang22,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
testprocv13,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@platonnetwork/truffle,0.1.0,0,28,0,0,1.0000,1.0000,28,0.00
@shined/spack-binding-win32-x64-msvc,0.7.11-1-canary.0,0,0,0,0,0.0000,0.0000,0,0.00
hrsass-components,2.5.8,0,24,0,0,1.0000,1.0000,24,0.00
@hundredpoints/cli,1.1.1,0,39,0,0,1.0000,1.0000,39,0.00
@t-req/app-windows-x64,0.3.18,0,0,0,0,0.0000,0.0000,0,0.00
waterapple09api,1.2.0,0,0,0,0,0.0000,0.0000,0,0.00
zyang28,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
bincode-darwin-x64,1.1.1,0,0,0,0,0.0000,0.0000,0,0.00
skimp,0.0.22,0,17,0,0,1.0000,1.0000,17,0.00
saasi4,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@qingclouds/obs-studio-node,0.3.99,0,21,0,0,1.0000,1.0000,21,0.00
@fecommunity/reactpress-client,3.0.4,0,63,0,1,1.0000,1.0000,65,0.00
einniemand-imgur,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@nwjs-binaries/win-ia32,0.87.0-sdk,0,0,0,0,0.0000,0.0000,0,0.00
metaheroes-hub-components,0.0.0,0,8,0,0,1.0000,1.0000,8,0.00
nt-uikit,1.0.0,0,23,0,0,1.0000,1.0000,23,0.00
cwpm42,1.1.1,0,12,0,0,1.0000,1.0000,12,0.00
@playwind/com.google.firebase.app,12.10.1,0,1,0,0,1.0000,1.0000,1,0.00
lms-migration,1.0.471,0,18,0,0,1.0000,1.0000,18,0.00
react-native-animate-input,0.0.1,0,18,0,0,1.0000,1.0000,18,0.00
react-native-fnc-spatialite,1.0.5,0,20,0,1,1.0000,1.0000,20,0.00
dynamic-header-react-native,0.0.1,0,12,0,0,1.0000,1.0000,12,0.00
@zernico/ffmpeg-ffprobe-yt-dlp-static-electron,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
reactmodules12,0.0.1,0,11,0,0,1.0000,1.0000,11,0.00
tec_local_v41,1.0.0,0,10,0,0,1.0000,1.0000,10,0.00
climate-api-platform,1.0.0,0,28,0,0,1.0000,1.0000,28,0.00
stub_app_rn_optisol,1.0.6,0,3,0,0,1.0000,1.0000,3,0.00
zerionprokovanmail,1.0.0,0,530,0,0,1.0000,1.0000,530,0.00
@mauricedf94/react-native-awesome-card-io,1.0.0,0,9,0,0,1.0000,1.0000,9,0.00
azry-mui-components,0.1.9,0,8,0,0,1.0000,1.0000,8,0.00
@thecodeorigin/nuxt,2.7.8,0,72,0,0,1.0000,1.0000,72,0.00
react-native-template-coopertemplate,0.0.1,0,24,0,0,1.0000,1.0000,24,0.00
vibes-push-rn-wrapper,0.0.1,0,11,0,0,1.0000,1.0000,11,0.00
@yzrzz/focusflow,1.0.0,0,18,0,0,1.0000,1.0000,18,0.00
@kumos/tree-sitter-parsers-linux-x64,0.1.11,0,0,0,0,0.0000,0.0000,0,0.00
lz-ffprobe-static-electron,2.0.2,0,1,0,0,1.0000,1.0000,1,0.00
red-pill-typescript,1.0.0,0,14,0,0,1.0000,1.0000,14,0.00
@nkyoung/typescriptnode,1.0.0,0,60,0,0,1.0000,1.0000,60,0.00
backstop-schematics,1.0.0,0,7,0,0,1.0000,1.0000,7,0.00
instagram_easy_login,0.0.1,0,14,0,0,1.0000,1.0000,14,0.00
rnboilerplate-reduxsaga-typescript,0.0.1,0,41,0,0,1.0000,1.0000,41,0.00
@giovanijfc/rn-template,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-awesome-module-example,0.0.1,0,6,0,0,1.0000,1.0000,6,0.00
@liamhelmer/claude-flow-ui,1.5.5,0,69,0,1,1.0000,1.0000,69,0.00
@talesmgodois/trex,0.2.3,0,2,0,0,1.0000,1.0000,2,0.00
abc-fgts,0.0.2,0,15,0,0,1.0000,1.0000,15,0.00
bitao-framework,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
einaronboarding,0.0.1,0,21,0,0,1.0000,1.0000,21,0.00
@websublime/workspace-tools-linux-x64-gnu,2.0.24,0,0,0,0,0.0000,0.0000,0,0.00
@leosena21/herewego,0.0.1,0,17,0,0,1.0000,1.0000,17,0.00
fazpass-react-native-sdk,1.0.0,0,5,0,0,1.0000,1.0000,5,0.00
react-native-file-share-for-android,1.0.45,0,0,0,0,0.0000,0.0000,0,0.00
choons-plyer-windows,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@bikehopper/node-tippecanoe,0.3.4,0,0,0,0,0.0000,0.0000,0,0.00
cra-template-r1ver0-typescript,1.0.8,0,0,0,0,0.0000,0.0000,0,0.00
piapulse,0.6.1,0,0,0,0,0.0000,0.0000,0,0.00
lrplrplrp-live2dapi,1.0.10,0,0,0,0,0.0000,0.0000,0,0.00
@versionstory/vs-cli-linux-x64,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
@wispbit/local-linux-arm64-gnu,1.0.106,0,0,0,0,0.0000,0.0000,0,0.00
@versionstory/vs-cli-darwin-arm64,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
anjirunwkwkw,1.0.1,0,1,0,0,1.0000,1.0000,1,0.00
core-common-components-v1,1.0.9,0,28,0,0,1.0000,1.0000,24,0.00
@kenotron/200mb,200.0.0,0,0,0,0,0.0000,0.0000,0,0.00
lashcode-linux-x64-baseline,1.7.13,0,0,0,0,0.0000,0.0000,0,0.00
cicy-skills,0.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@siisee11/discode-windows-x64-baseline,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
@vibe-checker/vibe-checker-linux-arm64,0.0.35,0,0,0,0,0.0000,0.0000,0,0.00
whatsapp-insights,0.3.2,0,34,0,1,1.0000,1.0000,34,0.00
@neosjs/agora-electron-sdk,1.0.9,0,29,0,0,1.0000,1.0000,29,0.00
@aqueduct/telegram-t,10.4.6,0,97,0,0,1.0000,1.0000,97,0.00
@usagi-coffee/tree-sitter-abl,0.0.51,0,7,0,0,1.0000,1.0000,7,0.00
nitpiq-linux-arm64,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
castclaw-windows-x64-baseline,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
begitrack,1.0.6,0,35,0,0,1.0000,1.0000,35,0.00
smoe-live2dapi,1.0.6,0,0,0,0,0.0000,0.0000,0,0.00
innapsis,5.15.11,0,105,0,0,1.0000,1.0000,105,0.00
mark-test-sdk-react-native,1.8.0,0,0,0,0,0.0000,0.0000,0,0.00
@jinjat-data/next.js,0.1.0,0,60,0,1,1.0000,1.0000,60,0.00
czty-admin,1.0.1,0,31,0,0,1.0000,1.0000,31,0.00
mlkhd,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
castclaw-linux-arm64-musl,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
p-t-f-ts,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
taurify-binding-darwin-arm64,1.2.8,0,0,0,0,0.0000,0.0000,0,0.00
@siisee11/discode-linux-x64-baseline-musl,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
v-collection,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-arena-map,1.1.1,0,0,0,0,0.0000,0.0000,0,0.00
@softeng-761-2025-team-10/aframe-inspector,1.0.8,0,40,0,0,1.0000,1.0000,40,0.00
word2vec-node-standalone,0.1.1,0,1,0,0,1.0000,1.0000,1,0.00
@hdwebsoft/hdcode-ai-darwin-x64-baseline,0.1.16,0,0,0,0,0.0000,0.0000,0,0.00
sdk-quad,1.0.8,0,10,0,0,1.0000,1.0000,10,0.00
bincode-linux-x64,1.1.1,0,0,0,0,0.0000,0.0000,0,0.00
newtype-cli-linux-arm64-musl,0.0.10,0,0,0,0,0.0000,0.0000,0,0.00
@iplookup/geocode-extra,1.0.20260503,0,0,0,0,0.0000,0.0000,0,0.00
lokocdnms-pkg-05,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
lcbksb,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
pdf.js-parser,1.2.0,0,3,0,0,1.0000,1.0000,3,0.00
@studiokitten/studiopilot-windows-x64,1.2.29,0,0,0,0,0.0000,0.0000,0,0.00
mv3,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@pplsohampatel/terriajs,8.6.1,0,215,0,0,1.0000,1.0000,214,0.00
@harvi-code/harvicode-windows-arm64,1.4.8,0,0,0,0,0.0000,0.0000,0,0.00
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-analyze-a-writing-style-and-help-you-write-in-a-similar-style,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@maple3142/pandoc-bin-linux-amd64,3.6.2,0,0,0,0,0.0000,0.0000,0,0.00
n8n-nodes-twitter-scraper-henrry,0.1.9,0,7,0,0,1.0000,1.0000,7,0.00
react-native-ali-shenfenyanzheng,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
agora_win_banni,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
dotnet--momo,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
stl-repair,0.0.3,0,1,0,0,1.0000,1.0000,1,0.00
compontents,0.1.0,0,9,0,0,1.0000,1.0000,9,0.00
ffmpeg-bin-ex,0.1.2,0,1,0,0,1.0000,1.0000,1,0.00
@hands-agency/video-images-pack-converter,1.1.5,0,1,0,0,1.0000,1.0000,1,0.00
@react-native-flightmap-gl/maps,1.0.1,0,39,0,1,1.0000,1.0000,39,0.00
@tonyo/alpaga,0.1.4,0,0,0,0,0.0000,0.0000,0,0.00
fwqtest,1.0.2,0,1,0,0,1.0000,1.0000,1,0.00
@thetta/core,1.4.1,0,24,0,0,1.0000,1.0000,24,0.00
@zzp123/hapi-self-linux-x64,0.15.28,0,0,0,0,0.0000,0.0000,0,0.00
galeneai-cli-windows-x64-baseline,0.0.28,0,0,0,0,0.0000,0.0000,0,0.00
@pulumi/azure-nextgen,0.6.1,0,1,0,0,1.0000,1.0000,1,0.00
vue-parent-change-transition,1.0.0,0,16,0,0,1.0000,1.0000,16,0.00
@zzp123/hapi-self-win32-x64,0.15.28,0,0,0,0,0.0000,0.0000,0,0.00
@harperdb/datadog-agent-binary-linux-arm64,7.72.4,0,0,0,0,0.0000,0.0000,0,0.00
fog-controller-kate1,0.1.34,0,34,0,0,1.0000,1.0000,34,0.00
@ibsolution/hana-client-promise,1.0.5,0,22,0,0,1.0000,1.0000,22,0.00
akums-frontend-library,1.7.1,0,79,0,0,1.0000,1.0000,79,0.00
shuvcode-windows-arm64,1.2.27-4,0,0,0,0,0.0000,0.0000,0,0.00
nodejs-postgresql-client,0.0.0-development,0,43,0,0,1.0000,1.0000,43,0.00
zyang17,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
eveevent,0.1.6,0,14,0,0,1.0000,1.0000,14,0.00
claudio-linux-x64,1.2.31,0,0,0,0,0.0000,0.0000,0,0.00
@yaju810/data-1-4,20200312053750.1869636759.0,0,0,0,0,0.0000,0.0000,0,0.00
@skybluejacket/oco-linux-arm64,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@yinghe/uwebsockets,20.31.0,0,0,0,0,0.0000,0.0000,0,0.00
@xutest1/linux-x64,0.3.6,0,0,0,0,0.0000,0.0000,0,0.00
zyang19,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
zyang20,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
video-ohmygril-dolphin,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@gdquest/gd-exercise-react,0.1.4,0,29,0,0,1.0000,1.0000,29,0.00
@dune-network-truffle/truffle,5.3.0-dune.4,0,28,0,0,1.0000,1.0000,28,0.00
@mrimmortal09/react-native-fedimint-client,0.1.5,0,24,0,0,1.0000,1.0000,24,0.00
@rosem_soo/weave,0.94.0-weave.7,0,0,0,0,0.0000,0.0000,0,0.00
wgx-blog-img-21,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
compare-json-translations,0.1.4,0,13,0,0,1.0000,1.0000,13,0.00
qbitorrent-tracker-auto-delete,1.0.1,0,17,0,0,1.0000,1.0000,17,0.00
@socketbin/cli-linux-arm64,0.0.0-20251103.61247,0,0,0,0,0.0000,0.0000,0,0.00
@symbolic-agent/symbolic-linux-arm64-musl,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
katze-live2d_api,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@whimbley/com.whimbley.creator,1.0.0-alpha,0,0,0,0,0.0000,0.0000,0,0.00
propel_mac,3.3.1,0,1,0,0,1.0000,1.0000,1,0.00
sevencode-core-linux-x64,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@morphllm/morphcode-linux-x64,2.0.5,0,0,0,0,0.0000,0.0000,0,0.00
gc-classroom-cli,0.1.8,0,0,0,0,0.0000,0.0000,0,0.00
@code0123/opencode-android-arm64,1.1.62,0,0,0,0,0.0000,0.0000,0,0.00
newtype-cli-darwin-x64,0.0.10,0,0,0,0,0.0000,0.0000,0,0.00
hedgecat-token,0.0.4,0,35,0,0,1.0000,1.0000,35,0.00
oxcart,1.1.2,0,6,0,0,1.0000,1.0000,6,0.00
@morphllm/morphcode-linux-arm64,2.0.5,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-10,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
khawarizm-linux-arm64,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
nanograph-db,1.3.0,0,2,0,0,1.0000,1.0000,2,0.00
@bhumika-ai/bhumika-cli-linux-x64,0.1.5,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-22,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-improve-your-writing,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
xingshu-code-server,0.0.1,0,19,0,0,1.0000,1.0000,19,0.00
com.lookingglassfactory.render-pipelines.high-definition,7.0.0-preview,0,4,0,0,1.0000,1.0000,4,0.00
@harshilthakkar/glyphd-win32-x64,0.1.6,0,0,0,0,0.0000,0.0000,0,0.00
@beamnetwork/erc777,0.1.1,0,20,0,0,1.0000,1.0000,20,0.00
@otoji/core,0.1.1,0,1,0,0,1.0000,1.0000,1,0.00
@rusaint/react-native,0.16.3,0,29,0,1,1.0000,1.0000,29,0.00
ol-plot-vue,1.1.12,0,11,0,0,1.0000,1.0000,11,0.00
@zzzen/videoconverter,0.1.1,0,0,0,0,0.0000,0.0000,0,0.00
@neokai/cli-linux-arm64,0.27.1,0,0,0,0,0.0000,0.0000,0,0.00
sodev-salary-guide,1.0.0,0,31,0,0,1.0000,1.0000,31,0.00
256art-images,1.0.1,0,2,0,0,1.0000,1.0000,2,0.00
tc-vbkanban,0.2.5,0,1,0,0,1.0000,1.0000,1,0.00
@bigbangcore/react-native-linkface,1.0.14,1,0,0,0,0.0000,0.0000,0,0.00
dfdww,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
byu-viro,2.20.10,0,5,0,0,1.0000,1.0000,5,0.00
acloudguru-blog-zh,2023.314.0,0,0,0,0,0.0000,0.0000,0,0.00
heap-analyzer,1.0.7,0,13,0,0,1.0000,1.0000,13,0.00
cutomvideoplayer,0.0.1,0,26,0,0,1.0000,1.0000,26,0.00
@mobrowser-apps/mobrowser-linux-x64-debug,1.8.5,1,0,1,0,0.0000,0.0000,1,0.00
@isdk/llama-node-win-x64-cuda-ext,2.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@breeffy/react-native-reanimated,2.0.0-alpha.4,0,27,0,0,1.0000,1.0000,27,0.00
@cpp.js/package-gdal-ios,2.0.0-beta.1,0,11,0,1,1.0000,1.0000,11,0.00
ffmpeg-static-electron-updated,2.1.2,0,1,0,0,1.0000,1.0000,1,0.00
@inspectdotdev/cli,2.1.1,0,30,0,0,1.0000,1.0000,30,0.00
com.yfbudong.seatune,1.0.0,0,23,0,0,1.0000,1.0000,23,0.00
@praeviso/codex,0.98.2,0,0,0,0,0.0000,0.0000,0,0.00
rn-modal-app,0.0.1,0,41,0,0,1.0000,1.0000,41,0.00
vamos-hose,1.2.1,0,1,0,0,1.0000,1.0000,1,0.00
easy-mnist,1.1.1,0,1,0,0,1.0000,1.0000,1,0.00
custombutton-native,1.0.2,0,17,0,0,1.0000,1.0000,17,0.00
@anandaajirus/workspace,1.0.0,0,1,0,0,1.0000,1.0000,1,0.00
asuw,1.0.0,0,2,0,0,1.0000,1.0000,2,0.00
calendar-project,1.0.0,0,20,0,0,1.0000,1.0000,20,0.00
mobile-sdk-hh-test,0.0.5,0,12,0,0,1.0000,1.0000,12,0.00
withub-mantine,4.2.14,0,99,0,1,1.0000,1.0000,99,0.00
cordova-plugin-card-io-exp,2.1.1,0,0,0,0,0.0000,0.0000,0,0.00
@claupriz/workspace,1.0.0,0,1,0,0,1.0000,1.0000,1,0.00
super-happy,0.14.10,0,48,0,0,1.0000,1.0000,48,0.00
@codegenie-ai/codegenie-darwin-arm64,0.0.8,0,0,0,0,0.0000,0.0000,0,0.00
wsr-bundles,1.0.222,0,14,0,0,1.0000,1.0000,14,0.00
@hdwebsoft/hdcode-ai-windows-x64-baseline,0.1.16,0,0,0,0,0.0000,0.0000,0,0.00
@sasikotha/audiocomponent,1.0.0,0,18,0,0,1.0000,1.0000,18,0.00
@websublime/workspace-tools-linux-arm64-gnu,2.0.24,0,0,0,0,0.0000,0.0000,0,0.00
@agent-our/openclaw,2026.3.23,0,67,0,0,1.0000,1.0000,67,0.00
@ogs-gmbh/ngx-m3-themes,2.0.2,0,1,0,0,1.0000,1.0000,1,0.00
@hdwebsoft/hdcode-ai-linux-x64-baseline,0.1.16,0,0,0,0,0.0000,0.0000,0,0.00
mysterycode-windows-x64-baseline,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@connext/nxtp-adapters-subgraph,2.4.0,0,24,0,0,1.0000,1.0000,24,0.00
@hdwebsoft/hdcode-ai-linux-x64-baseline-musl,0.1.16,0,0,0,0,0.0000,0.0000,0,0.00
undu,0.0.10,0,1,0,0,1.0000,1.0000,1,0.00
rn-inspection-realm,1.0.0,0,28,0,0,1.0000,1.0000,28,0.00
webapps-example-app-frontend,2.0.1,0,90,0,0,1.0000,1.0000,90,0.00
@ringcentral/rcv-react-native-sdk,0.1.0,0,2,0,0,1.0000,1.0000,2,0.00
kifaru-linux-x64-musl,0.0.0-main-202604060806,0,0,0,0,0.0000,0.0000,0,0.00
sample-rn-module,0.0.1,0,12,0,0,1.0000,1.0000,12,0.00
@sudophunk/roto-marketplace,0.1.0,0,60,0,0,1.0000,1.0000,60,0.00
react-native-custom-component-from-elements,1.0.0,0,12,0,0,1.0000,1.0000,12,0.00
miaolian_com,0.0.0-6ecjN0TpsRyjZDy9,0,0,0,0,0.0000,0.0000,0,0.00
react-native-stastusbars,0.0.1,0,8,0,0,1.0000,1.0000,8,0.00
daikon-tql,1.1.0,0,1,0,0,1.0000,1.0000,1,0.00
@versionstory/vs-cli-darwin-x64,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
@fontpkg/source-han-serif-sc,2.3.3,0,0,0,0,0.0000,0.0000,0,0.00
hacklikeme-linux-x64-baseline,1.0.6,0,0,0,0,0.0000,0.0000,0,0.00
@lenstr/opencode-linux-x64,0.0.0-lenstr-202604011501,0,0,0,0,0.0000,0.0000,0,0.00
countries-states-cities-neighborhood-database,1.2.3,0,2,0,0,1.0000,1.0000,2,0.00
sku-pg,1.3.0,0,3,0,0,1.0000,1.0000,3,0.00
blastnode,0.1.0,0,24,0,0,1.0000,1.0000,24,0.00
@recurrent-cyclical/cdk-util,0.0.14,0,16,0,0,1.0000,1.0000,16,0.00
@ayahub/assets-emoji-anim,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@ekkolyth/miso,0.5.2,0,0,0,0,0.0000,0.0000,0,0.00
@antprofuse/vb-linux-x64-gnu,0.1.5,0,0,0,0,0.0000,0.0000,0,0.00
tornado-cdn,2.0.4,0,0,0,0,0.0000,0.0000,0,0.00
@kortix/opencode-ai-windows-x64-baseline,0.6.3,0,0,0,0,0.0000,0.0000,0,0.00
@kq_npm/client3d_webgl_vue,4.5.52,0,3,0,0,1.0000,1.0000,3,0.00
epsonepos2tmp20,0.0.6,0,0,0,0,0.0000,0.0000,0,0.00
dappradar-blog-zh,2023.314.0,0,0,0,0,0.0000,0.0000,0,0.00
breath-hdf5,1.5.8,0,3,0,0,1.0000,1.0000,3,0.00
slmapcode-windows-x64,0.0.4,0,0,0,0,0.0000,0.0000,0,0.00
lokocdnms-pkg-01,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
kendo-webpack,1.0.7,0,63,0,0,1.0000,1.0000,62,0.00
openassistant,2026.3.25,0,67,0,0,1.0000,1.0000,67,0.00
@mufazmi/rediscover,1.0.3,0,77,0,0,1.0000,1.0000,77,0.00
@pixelml/claw-linux-x64-baseline,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@harvi-code/harvicode-linux-x64-baseline-musl,1.4.8,0,0,0,0,0.0000,0.0000,0,0.00
