package,version,fan_in_global,fan_out_global,jt_in_degree,jt_out_degree,jt_instability,global_instability,jt_dependency_score,msr_ecosystem_risk_score
cloudworker-proxy,1.16.1,1,18,0,0,1.0000,0.9474,18,2.85
com.democalendernativemodule,0.5.0,1,18,1,1,0.9474,0.9474,19,2.85
yyuap-bpm,0.6.6,1,18,0,0,1.0000,0.9474,18,2.85
react-native-zano,0.2.8,1,18,0,0,1.0000,0.9474,18,2.85
@tony1992/figma-tools,1.0.1,1,18,1,0,0.9474,0.9474,19,2.85
@cdktf/provider-datadog,12.15.2,1,17,0,0,1.0000,0.9444,17,2.84
@qvac/ocr-onnx,0.5.0,1,17,0,1,1.0000,0.9444,15,2.84
@qlik/react-native-helium,3.0.1,1,17,0,0,1.0000,0.9444,17,2.84
promise-etcd,2.2.0,1,17,0,0,1.0000,0.9444,17,2.84
lemonadekit,0.0.6,1,17,0,0,1.0000,0.9444,17,2.84
supreium-headless-gl,8.2.7,1,17,0,0,1.0000,0.9444,17,2.84
pascal-rn-t1,9.0.0,1,17,0,0,1.0000,0.9444,17,2.84
@qvac/translation-nmtcpp,3.0.0,1,16,0,0,1.0000,0.9412,16,2.83
@viro-community/react-viro,2.41.1,1,16,0,0,1.0000,0.9412,16,2.83
scu-web-components,1.3.19,1,16,0,0,1.0000,0.9412,16,2.83
capacitor-nodejs,0.0.1,1,16,0,0,1.0000,0.9412,16,2.83
sf-icons,1.0.5,1,16,1,1,0.9412,0.9412,17,2.83
@once-upon/evm-context,1.0.48,1,16,0,0,1.0000,0.9412,16,2.83
@qvac/diffusion-cpp,0.8.0,1,15,0,0,1.0000,0.9375,15,2.82
promise-cache-decorator,0.3.14,1,15,0,0,1.0000,0.9375,15,2.82
@synonymdev/react-native-ldk,0.0.163,1,14,0,0,1.0000,0.9333,14,2.81
dynatrace-cordova-plugin,7.2.10-1000,1,14,0,0,1.0000,0.9333,14,2.81
affine-reader,3.8.9-beta.0,1,14,0,0,1.0000,0.9333,14,2.81
@signalk/tracks,2.1.0,1,14,0,0,1.0000,0.9333,14,2.81
goodeggs-money,2.0.2,1,14,0,0,1.0000,0.9333,14,2.81
phrasa,0.7.0,1,14,0,0,1.0000,0.9333,14,2.81
smart-webcomponents-angular,26.0.0,1,13,0,0,1.0000,0.9286,13,2.80
@scality/cloudserverclient,1.0.8,1,13,0,0,1.0000,0.9286,13,2.80
@oceanbase-odc/ob-parser-js,3.3.0,1,13,0,0,1.0000,0.9286,13,2.80
@bonginkan/maria-lite,11.0.0,1,13,0,1,1.0000,0.9286,13,2.80
@terrierscript/normalized-global-wordnet-en,2021.5.1,1,13,1,1,0.9286,0.9286,14,2.80
asp-smart-collection,1.0.17,1,13,0,0,1.0000,0.9286,13,2.80
@reclaimprotocol/zk-fetch,1.0.0,1,12,0,0,1.0000,0.9231,10,2.78
native-sample-app,1.0.3,1,12,1,1,0.9231,0.9231,13,2.78
@sila-standard/proto-builder,0.0.1,1,12,0,0,1.0000,0.9231,12,2.78
@xmtp/mls-client-bindings-node,0.0.12,1,12,0,0,1.0000,0.9231,12,2.78
@dgiot/dgiot-amis-editor,1.0.3,108,17,0,0,1.0000,0.1360,17,2.77
convert-multiple-files-ul,1.0.1,1,11,0,0,1.0000,0.9167,11,2.76
react-native-typing-indicator,0.0.6,1,11,0,0,1.0000,0.9167,11,2.76
@innotrade/enapso-graphdb-cli,1.3.26,1,11,1,1,0.9167,0.9167,12,2.76
react-native-nfc-epassport-reader,0.0.5,1,11,1,1,0.9167,0.9167,12,2.76
flbot,1.1.9,1,11,0,0,1.0000,0.9167,11,2.76
@dynatrace/oneagent-dependency,1.327.51,1,10,0,0,1.0000,0.9091,10,2.74
genshin-data,0.60.0,1,10,0,0,1.0000,0.9091,10,2.74
p8,1.0.0,1,10,0,0,1.0000,0.9091,10,2.74
@hai.ai/jacs,0.10.1,1,10,0,0,1.0000,0.9091,10,2.74
@trufflesuite/uws-js-unofficial,20.30.0-unofficial.0,19,5,0,0,1.0000,0.2083,5,2.71
geojson-places,1.0.8,1,9,0,1,1.0000,0.9000,9,2.71
ipfs_kit_js,1.0.24,7,3,0,0,1.0000,0.3000,3,2.71
matrix-engine-wgpu,1.8.4,1,9,0,0,1.0000,0.9000,9,2.71
@mamoru-ai/validation-chain-ts-client,1.8.2,1,9,0,0,1.0000,0.9000,9,2.71
vaporyjs-testing,0.0.1-a,7,3,0,0,1.0000,0.3000,3,2.71
effect-solutions,0.5.3,1,8,0,0,1.0000,0.8889,8,2.68
@kutalia/whisper-node-addon,1.1.0,1,8,0,0,1.0000,0.8889,8,2.68
@axmit/flow-helper,1.4.17,1,8,0,0,1.0000,0.8889,8,2.68
luxstaynpm1,0.0.3,1,8,1,1,0.8889,0.8889,9,2.68
former2,0.2.83,1,8,1,1,0.8889,0.8889,9,2.68
@wireio/protoc-gen-solidity,1.0.13,1,8,1,0,0.8889,0.8889,9,2.68
@wireio/protoc-gen-solana,1.0.11,1,8,1,0,0.8889,0.8889,9,2.68
realm,20.2.0,151,21,2,0,0.9130,0.1221,23,2.66
@mchp-mcc/pic-8bit,5.31.0,162,22,0,0,1.0000,0.1196,22,2.65
graphql-server-example,1.0.0,1,7,0,0,1.0000,0.8750,7,2.63
@fhir-typescript/r4-core,0.0.12-beta.18,1,7,0,0,1.0000,0.8750,7,2.63
@3kmfi6hp/nodejs-proxy,1.0.29,1,7,0,0,1.0000,0.8750,7,2.63
drawio-export-puppeteer,0.2.0,1,7,0,0,1.0000,0.8750,7,2.63
bare-app-kit,0.1.0,1,7,0,0,1.0000,0.8750,7,2.63
node-openjtalk-binding,1.3.0,1,7,0,0,1.0000,0.8750,7,2.63
@cpp.js/package-proj,1.0.0,8,3,2,0,0.6000,0.2727,5,2.60
@livestore/common-cf,0.0.0-snapshot-8452e32b7fbfc129741b253b9c853f866b52129f,1,6,0,0,1.0000,0.8571,6,2.58
kuzu,0.11.3,21,5,0,0,1.0000,0.1923,5,2.58
@nativescript/ios,9.0.3,21,5,0,0,1.0000,0.1923,5,2.58
@adaptic/backend-legacy,0.0.87,1,6,0,0,1.0000,0.8571,6,2.58
@lenml/tokenizer-gemini,3.7.2,1,6,0,0,1.0000,0.8571,6,2.58
@lenml/tokenizer-gptoss,3.7.2,1,6,0,0,1.0000,0.8571,6,2.58
tree-sitter-systemverilog,0.3.1,1,6,0,0,1.0000,0.8571,6,2.58
poker-evaluator-ts,2.0.3,1,6,0,0,1.0000,0.8571,6,2.58
youtube-selfbot-api,4.4.3,1,6,0,0,1.0000,0.8571,6,2.58
bare-ndk,0.1.4,1,6,0,0,1.0000,0.8571,6,2.58
libyosys,0.0.8,1,6,0,0,1.0000,0.8571,6,2.58
@aztec/l1-artifacts,4.2.1,22,5,1,0,0.8333,0.1852,6,2.52
@wix/auto_sdk_forms_forms,1.0.127,1,5,0,0,1.0000,0.8333,5,2.51
mta-gtfs-static,0.0.202605190300,1,5,0,0,1.0000,0.8333,5,2.51
@tokamak-network/thanos-contracts,0.0.7,1,5,0,1,1.0000,0.8333,5,2.51
@dodona/dolos-parsers,1.4.1,1,5,0,0,1.0000,0.8333,5,2.51
deepclause-agentvm,0.0.5,1,5,0,0,1.0000,0.8333,5,2.51
posq-sqlite3,3.2.0,1,5,0,0,1.0000,0.8333,5,2.51
occjs-wrapper,2.0.0-beta.b5ff984-21,1,5,0,0,1.0000,0.8333,5,2.51
@f5xc-salesdemos/pi-natives,18.70.0,3,2,0,0,1.0000,0.4000,2,2.41
all-the-public-replicate-models,1.686.0,1,4,0,0,1.0000,0.8000,4,2.41
@tencentdb-agent-memory/tcvdb-text,0.1.1,1,4,0,0,1.0000,0.8000,4,2.41
storyly-react-native,4.19.0,1,4,0,0,1.0000,0.8000,4,2.41
@spacesprotocol/react-native-libveritas,0.2.0,1,4,0,0,1.0000,0.8000,4,2.41
@devexpress/sauce-tunnel,3.1.0,1,4,0,0,1.0000,0.8000,4,2.41
mysql-server-8-win-x64,1.1.3,1,4,0,0,1.0000,0.8000,4,2.41
rust-http-playback-proxy,0.9.0,1,4,0,0,1.0000,0.8000,4,2.41
crate-core,0.0.8,1,4,0,0,1.0000,0.8000,4,2.41
cadetkit,0.3.3,1,4,0,0,1.0000,0.8000,4,2.41
naudio,0.1.0,1,4,1,0,0.8000,0.8000,5,2.41
mysql-server-8-osx-x64,100.1.24,1,4,0,0,1.0000,0.8000,4,2.41
@embedded-postgres/darwin-arm64,18.3.0-beta.17,2,2,0,0,1.0000,0.5000,2,2.39
doc999tor-fast-geoip,1.1.433,2,2,0,0,1.0000,0.5000,2,2.39
@embedded-postgres/darwin-x64,18.3.0-beta.17,2,2,0,0,1.0000,0.5000,2,2.39
@office-iss/rex-win32,0.73.11-devmain.16.0.17615.15030,2,2,0,0,1.0000,0.5000,2,2.39
@flowaccount/node-icu-tokenizer,2.0.0,2,2,0,0,1.0000,0.5000,2,2.39
ffmpeg-helper,0.1.2,2,2,0,0,1.0000,0.5000,2,2.39
sdn-emception,1.0.0,2,2,0,0,1.0000,0.5000,2,2.39
xfuture,3.0.4,2,2,0,0,1.0000,0.5000,2,2.39
@ui-vts/icons-angular,1.0.2,4,2,0,0,1.0000,0.3333,2,2.33
ucd-full,17.0.0,4,2,0,0,1.0000,0.3333,2,2.33
onnxruntime-web,1.26.0,354,35,11,0,0.7609,0.0900,46,2.29
@libphp/almalinux-9-v85,0.0.3,1,3,0,0,1.0000,0.7500,3,2.26
com.wallstop-studios.unity-helpers,3.3.0,1,3,0,0,1.0000,0.7500,3,2.26
@wingconsole/desktop-win32-arm64,0.2.194,1,3,0,0,1.0000,0.7500,3,2.26
@moveindustries/movement-cli,1.1.0,1,3,0,0,1.0000,0.7500,3,2.26
ysb-sauce-tunnel,1.0.9,1,3,0,0,1.0000,0.7500,3,2.26
fnaf1-linux,2.1.0,1,3,1,1,0.7500,0.7500,4,2.26
@caoshouse/imagick_x64,1.0.3,1,3,0,0,1.0000,0.7500,3,2.26
@pkmn/mods,0.10.9,1,3,0,0,1.0000,0.7500,3,2.26
@caoshouse/imagick_x86,1.0.2,1,3,0,0,1.0000,0.7500,3,2.26
libav.js,6.8.8,5,2,0,0,1.0000,0.2857,2,2.22
@oh-my-pi/pi-natives,15.1.5,5,2,0,0,1.0000,0.2857,2,2.22
emception,3.7.3,5,2,0,0,1.0000,0.2857,2,2.22
@intersystems/intersystems-iris-native,2.0.3,5,2,0,0,1.0000,0.2857,2,2.22
@surrealdb/node,3.0.3,14,3,0,0,1.0000,0.1765,3,2.08
@crypto-frontmatter/eip155-1,0.9.0,1,2,0,0,1.0000,0.6667,2,2.01
@fivetrandevelopers/zetasql,1.13.0,1,2,0,0,1.0000,0.6667,2,2.01
@fivetrandevelopers/zetasql-snowflake,0.11.0,1,2,0,0,1.0000,0.6667,2,2.01
@ironsoftware/ironpdf-engine-windows-x86,2026.5.1,1,2,1,1,0.6667,0.6667,3,2.01
native-browser-deps-linux,0.0.8,1,2,0,0,1.0000,0.6667,2,2.01
@acentera/node,0.0.86,1,2,1,1,0.6667,0.6667,3,2.01
@react-native-bedrock/devtools-frontend-next,0.0.25,1,2,0,0,1.0000,0.6667,2,2.01
@adobe/spectrum-tokens-deprecated,11.8.0,1,2,0,0,1.0000,0.6667,2,2.01
@automagik/forge,0.7.4,1,2,1,0,0.6667,0.6667,3,2.01
@dn0rmand/prime-database,1.1.1,1,2,0,0,1.0000,0.6667,2,2.01
@eth-optimism/contracts-bedrock,0.17.3,24,4,1,0,0.8000,0.1429,5,2.00
minecraft-assets,1.17.0,9,2,2,0,0.5000,0.1818,4,1.82
@fluentui/react-icons,2.0.326,222,17,1,0,0.9444,0.0711,18,1.67
fast-geoip,1.1.88,11,2,0,0,1.0000,0.1538,2,1.66
teradatasql,20.0.58,2,1,0,0,1.0000,0.3333,1,1.59
react-native-dynamic-bundle,0.5.0,2,1,0,1,1.0000,0.3333,1,1.59
ffprobe-static-next,4.1.3,2,1,0,0,1.0000,0.3333,1,1.59
@cpp.js/package-geos-ios,2.0.0-beta.1,2,1,1,0,0.5000,0.3333,2,1.59
@tensorflow/tfjs,4.22.0,787,45,20,0,0.6923,0.0541,65,1.57
react-native-signature-capture,0.4.12,24,3,1,0,0.7500,0.1111,4,1.55
@pnpm/linux-x64,11.1.3,1,1,1,1,0.5000,0.5000,2,1.51
@pnpm/linux-arm64,11.1.3,1,1,1,1,0.5000,0.5000,2,1.51
@pnpm/macos-arm64,11.1.3,1,1,1,1,0.5000,0.5000,2,1.51
@gitbook/fontawesome-pro,1.0.23,1,1,0,0,1.0000,0.5000,1,1.51
go-ios,1.0.213,1,1,0,0,1.0000,0.5000,1,1.51
pretendard-gov,1.3.9,1,1,0,0,1.0000,0.5000,1,1.51
@pnpm/macos-x64,10.33.3,1,1,1,1,0.5000,0.5000,2,1.51
pretendard-jp,1.3.9,1,1,0,0,1.0000,0.5000,1,1.51
opentest-actor,1.2.4,1,1,0,0,1.0000,0.5000,1,1.51
react-viro,2.17.0,1,1,0,0,1.0000,0.5000,1,1.51
@seekdb/js-bindings,1.2.0,1,1,0,0,1.0000,0.5000,1,1.51
@molybden-apps/molybden-darwin-arm64,1.7.1,1,1,0,1,1.0000,0.5000,1,1.51
@molybden-apps/molybden-linux-x64,1.7.1,1,1,0,1,1.0000,0.5000,1,1.51
@molybden-apps/molybden-darwin-x64,1.7.1,1,1,0,1,1.0000,0.5000,1,1.51
@here/harp-fontcatalog,0.1.6,1,1,1,0,0.5000,0.5000,2,1.51
klawcomponents,0.7.3,1,1,0,0,1.0000,0.5000,1,1.51
lenz_rn_demo,1.1.0,1,1,1,1,0.5000,0.5000,2,1.51
ffprobe-static-electron,2.0.2,3,1,0,0,1.0000,0.2500,1,1.51
@iabrarsyed/myteaapp,1.1.1,1,1,1,1,0.5000,0.5000,2,1.51
opentest-actor-mochawesome,1.1.0,1,1,0,0,1.0000,0.5000,1,1.51
writango_srcikpsno,3.0.0,1,1,1,0,0.5000,0.5000,2,1.51
pandoc-binary,2.14.0,1,1,0,0,1.0000,0.5000,1,1.51
zcrafter,3.1.46,1,1,1,1,0.5000,0.5000,2,1.51
cindy-test-edit-v1,0.1.3,1,1,1,1,0.5000,0.5000,2,1.51
@mobrowser-apps/mobrowser-linux-x64,1.8.5,1,1,0,1,1.0000,0.5000,1,1.51
sakitamanler-ccl-win32,1.2.7,1,1,0,0,1.0000,0.5000,1,1.51
tanian-assets,1.0.1,1,1,1,1,0.5000,0.5000,2,1.51
@nativescript/android,9.0.4,26,3,0,0,1.0000,0.1034,3,1.48
react-native-beautiful-video-recorder,2.0.1,4,1,0,0,1.0000,0.2000,1,1.40
@github/copilot-language-server,1.489.0,5,1,0,0,1.0000,0.1667,1,1.30
pspdfkit,2024.8.2,5,1,0,0,1.0000,0.1667,1,1.30
@atlaspack/rust,3.29.2,19,2,0,0,1.0000,0.0952,2,1.24
@amcharts/amcharts5-geodata,5.1.5,6,1,0,0,1.0000,0.1429,1,1.21
ffmpeg-static-electron,2.0.3,6,1,0,0,1.0000,0.1429,1,1.21
@formatjs/intl-datetimeformat,7.4.5,58,4,1,0,0.8000,0.0645,5,1.14
com.beanbag.firebase.app,13.0.0,7,1,0,0,1.0000,0.1250,1,1.13
@cpp.js/package-geos,1.0.0,7,1,2,0,0.3333,0.1250,3,1.13
minecraft-data,3.110.2,126,7,3,1,0.7000,0.0526,10,1.11
dwt,19.3.3,14,1,0,0,1.0000,0.0667,1,0.78
onnxruntime-node,1.26.0,302,9,9,0,0.5000,0.0289,18,0.72
jdeploy,6.1.5,25,1,4,0,0.2000,0.0385,5,0.54
git-cz,4.9.0,2221,30,1,0,0.9677,0.0133,31,0.45
googleapis,171.4.0,3545,42,12,0,0.7778,0.0117,54,0.42
@iconify/json,2.2.475,766,10,3,0,0.7692,0.0129,13,0.37
@progress/kendo-angular-intl,23.4.0,299,3,2,0,0.6000,0.0099,5,0.25
next,16.2.6,71112,227,77,0,0.7467,0.0032,304,0.15
ffprobe-static,3.1.0,167,1,0,0,1.0000,0.0060,1,0.13
bs-platform,9.0.2,1357,2,1,0,0.6667,0.0015,3,0.05
@next/swc-linux-arm64-gnu,16.2.6,6,0,0,0,0.0000,0.0000,0,0.00
@cloudflare/workerd-linux-64,1.20260519.1,2,0,0,0,0.0000,0.0000,0,0.00
@next/swc-linux-x64-gnu,16.2.6,6,0,0,0,0.0000,0.0000,0,0.00
@next/swc-linux-arm64-musl,16.2.6,6,0,0,0,0.0000,0.0000,0,0.00
@next/swc-linux-x64-musl,16.2.6,6,0,0,0,0.0000,0.0000,0,0.00
@next/swc-darwin-arm64,16.2.6,7,0,0,0,0.0000,0.0000,0,0.00
@next/swc-win32-x64-msvc,16.2.6,6,0,0,0,0.0000,0.0000,0,0.00
@next/swc-darwin-x64,16.2.6,6,0,0,0,0.0000,0.0000,0,0.00
app-builder-bin,4.2.0,32,0,0,0,0.0000,0.0000,0,0.00
opencode-linux-x64-baseline-musl,1.15.5,0,0,0,0,0.0000,0.0000,0,0.00
opencode-linux-x64-musl,1.15.5,0,0,0,0,0.0000,0.0000,0,0.00
@bufbuild/buf-linux-x64,1.69.0,0,0,0,0,0.0000,0.0000,0,0.00
@zed-industries/codex-acp-linux-x64,0.14.0,0,0,0,0,0.0000,0.0000,0,0.00
opencode-linux-x64-baseline,1.15.5,0,0,0,0,0.0000,0.0000,0,0.00
opencode-linux-x64,1.15.5,1,0,0,0,0.0000,0.0000,0,0.00
@anthropic-ai/claude-code-linux-x64,2.1.144,0,0,0,0,0.0000,0.0000,0,0.00
@lancedb/lancedb-linux-x64-gnu,0.29.0,0,0,0,0,0.0000,0.0000,0,0.00
@cloudflare/workerd-linux-arm64,1.20260519.1,2,0,0,0,0.0000,0.0000,0,0.00
@anthropic-ai/claude-code-darwin-arm64,2.1.144,0,0,0,0,0.0000,0.0000,0,0.00
flow-bin,0.314.0,12099,0,19,0,0.0000,0.0000,19,0.00
@github/copilot-linux-x64,1.0.49,0,0,0,0,0.0000,0.0000,0,0.00
@github/copilot,1.0.49,19,0,0,0,0.0000,0.0000,0,0.00
@anthropic-ai/claude-code-win32-x64,2.1.144,0,0,0,0,0.0000,0.0000,0,0.00
opencode-windows-x64,1.15.5,1,0,0,0,0.0000,0.0000,0,0.00
opencode-windows-x64-baseline,1.15.5,0,0,0,0,0.0000,0.0000,0,0.00
@lancedb/lancedb-win32-x64-msvc,0.29.0,0,0,0,0,0.0000,0.0000,0,0.00
@node-llama-cpp/linux-x64-cuda,3.18.1,0,0,0,0,0.0000,0.0000,0,0.00
@anthropic-ai/claude-code-linux-x64-musl,2.1.144,0,0,0,0,0.0000,0.0000,0,0.00
@bufbuild/buf-linux-aarch64,1.69.0,0,0,0,0,0.0000,0.0000,0,0.00
node-linux-x64,22.22.3,1,0,0,0,0.0000,0.0000,0,0.00
@next/swc-freebsd-x64,13.2.4,3,0,0,0,0.0000,0.0000,0,0.00
@pdftron/webviewer,11.12.0,26,0,2,0,0.0000,0.0000,2,0.00
@oven/bun-windows-x64,1.3.14,1,0,1,0,0.0000,0.0000,1,0.00
@oven/bun-windows-x64-baseline,1.3.14,0,0,0,0,0.0000,0.0000,0,0.00
@node-llama-cpp/linux-x64-cuda-ext,3.18.1,0,0,0,0,0.0000,0.0000,0,0.00
@highcharts/map-collection,2.3.2,15,0,0,0,0.0000,0.0000,0,0.00
@lancedb/lancedb-linux-x64-musl,0.29.0,0,0,0,0,0.0000,0.0000,0,0.00
@evilmartians/lefthook,2.1.6,5648,0,31,0,0.0000,0.0000,31,0.00
@lancedb/lancedb-linux-arm64-gnu,0.29.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-skia-android,147.1.0,2,0,0,0,0.0000,0.0000,0,0.00
react-native-skia-apple-ios,147.1.0,2,0,0,0,0.0000,0.0000,0,0.00
react-native-skia-apple-tvos,147.1.0,2,0,0,0,0.0000,0.0000,0,0.00
@bufbuild/buf-darwin-arm64,1.69.0,0,0,0,0,0.0000,0.0000,0,0.00
@zed-industries/codex-acp-win32-x64,0.14.0,0,0,0,0,0.0000,0.0000,0,0.00
@zed-industries/codex-acp-linux-arm64,0.14.0,0,0,0,0,0.0000,0.0000,0,0.00
@anthropic-ai/claude-code-linux-arm64,2.1.144,0,0,0,0,0.0000,0.0000,0,0.00
@bufbuild/buf-win32-x64,1.69.0,0,0,0,0,0.0000,0.0000,0,0.00
opencode-linux-arm64,1.15.5,1,0,0,0,0.0000,0.0000,0,0.00
@kilocode/cli-linux-x64-baseline-musl,7.3.0,0,0,0,0,0.0000,0.0000,0,0.00
@zed-industries/codex-acp-darwin-arm64,0.14.0,1,0,0,0,0.0000,0.0000,0,0.00
@kilocode/cli-linux-x64,7.3.0,0,0,0,0,0.0000,0.0000,0,0.00
opencode-linux-arm64-musl,1.15.5,0,0,0,0,0.0000,0.0000,0,0.00
@node-llama-cpp/win-x64-cuda,3.18.1,0,0,0,0,0.0000,0.0000,0,0.00
@kilocode/cli-linux-x64-musl,7.3.0,0,0,0,0,0.0000,0.0000,0,0.00
@bufbuild/buf-darwin-x64,1.69.0,0,0,0,0,0.0000,0.0000,0,0.00
@bufbuild/buf-win32-arm64,1.69.0,0,0,0,0,0.0000,0.0000,0,0.00
@kilocode/cli-linux-x64-baseline,7.3.0,0,0,0,0,0.0000,0.0000,0,0.00
n8n-editor-ui,2.16.2,14,0,0,0,0.0000,0.0000,0,0.00
@lancedb/lancedb-win32-arm64-msvc,0.29.0,0,0,0,0,0.0000,0.0000,0,0.00
@adguard/dnr-rulesets,4.1.20260519060101,0,39,0,0,1.0000,1.0000,39,0.00
@node-llama-cpp/win-x64-cuda-ext,3.18.1,0,0,0,0,0.0000,0.0000,0,0.00
@cdxgen/cdxgen-plugins-bin-linux-amd64,2.1.1,0,0,0,0,0.0000,0.0000,0,0.00
@github/copilot-darwin-arm64,1.0.50,0,0,0,0,0.0000,0.0000,0,0.00
oh-my-opencode-windows-x64,4.2.2,1,0,0,0,0.0000,0.0000,0,0.00
@nutrient-sdk/viewer,1.15.0,0,1,0,0,1.0000,1.0000,1,0.00
oh-my-opencode-windows-x64-baseline,4.2.2,1,0,0,0,0.0000,0.0000,0,0.00
@azure/mcp-linux-x64,3.0.0-beta.10,1,0,0,0,0.0000,0.0000,0,0.00
oh-my-openagent-linux-x64,4.2.2,0,0,0,0,0.0000,0.0000,0,0.00
unicode-9.0.0,0.7.5,30,0,0,0,0.0000,0.0000,0,0.00
opencode-windows-arm64,1.15.5,0,0,0,0,0.0000,0.0000,0,0.00
oh-my-openagent-windows-x64,4.2.2,0,0,0,0,0.0000,0.0000,0,0.00
oh-my-openagent-windows-x64-baseline,4.2.2,0,0,0,0,0.0000,0.0000,0,0.00
@anthropic-ai/claude-code-darwin-x64,2.1.144,0,0,0,0,0.0000,0.0000,0,0.00
google-closure-compiler-osx,20240317.0.0,3,0,1,0,0.0000,0.0000,1,0.00
@gitlab/web-ide,0.0.1-dev-20260106142046,0,1,0,0,1.0000,1.0000,1,0.00
oh-my-opencode-linux-x64,4.2.2,1,0,0,0,0.0000,0.0000,0,0.00
@shabados/database,5.0.0-next.0,0,13,0,0,1.0000,1.0000,13,0.00
@deno/linux-x64-glibc,2.7.14,0,0,0,0,0.0000,0.0000,0,0.00
@amcharts/amcharts4-geodata,4.1.31,16,0,0,0,0.0000,0.0000,0,0.00
@bitgo-forks/cryptocurrency-icons,0.102.0,0,15,0,0,1.0000,1.0000,15,0.00
@github/copilot-linux-arm64,1.0.50,0,0,0,0,0.0000,0.0000,0,0.00
@lenml/tokenizer-gemma3,3.7.2,0,6,0,0,1.0000,1.0000,6,0.00
@cyclonedx/cdxgen-plugins-bin-linux-amd64,1.8.0,0,0,0,0,0.0000,0.0000,0,0.00
@restatedev/restate-server-linux-x64,1.6.2,0,0,0,0,0.0000,0.0000,0,0.00
@restatedev/restate-linux-x64,1.6.2,0,0,0,0,0.0000,0.0000,0,0.00
jqwidgets-framework,25.1.0,6,0,0,0,0.0000,0.0000,0,0.00
@qingchencloud/openclaw-zh,2026.5.12-zh.2,0,80,0,0,1.0000,1.0000,75,0.00
omniroute,3.7.9,0,75,0,1,1.0000,1.0000,75,0.00
@codemod.com/cli-linux-x64-gnu,1.10.5,0,0,0,0,0.0000,0.0000,0,0.00
@central-icons-react/all,1.1.238,0,5,0,0,1.0000,1.0000,5,0.00
react-fluentui-emoji,1.3.0,1,0,0,0,0.0000,0.0000,0,0.00
@antimatterhq/antimatter,2.0.5,0,8,0,0,1.0000,1.0000,8,0.00
@factory/cli-linux-x64,0.129.0,0,0,0,0,0.0000,0.0000,0,0.00
@factory/cli-linux-x64-baseline,0.129.0,0,0,0,0,0.0000,0.0000,0,0.00
@github/copilot-darwin-x64,1.0.50,0,0,0,0,0.0000,0.0000,0,0.00
gm-kilo,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
unicode-5.2.0,0.7.5,5,0,0,0,0.0000,0.0000,0,0.00
stockfish,18.0.7,21,0,0,0,0.0000,0.0000,0,0.00
node-bin-darwin-arm64,22.22.3,1,0,0,0,0.0000,0.0000,0,0.00
@zed-industries/codex-acp-darwin-x64,0.14.0,0,0,0,0,0.0000,0.0000,0,0.00
@microsoft/workiq,0.4.1,1,0,0,0,0.0000,0.0000,0,0.00
gm-codex,2.0.1080,0,0,0,0,1.0000,0.0000,1,0.00
@kilocode/cli-windows-x64,7.3.0,0,0,0,0,0.0000,0.0000,0,0.00
@kilocode/cli-windows-x64-baseline,7.3.0,0,0,0,0,0.0000,0.0000,0,0.00
@rivetkit/engine-cli-darwin-x64,2.2.1-pr.4600.252b48e,0,0,0,0,0.0000,0.0000,0,0.00
gm-cc,1.0.1,1,0,0,0,0.0000,0.0000,0,0.00
gm-qwen,2.0.1080,0,0,0,0,1.0000,0.0000,1,0.00
@expo/swiftlint,0.57.1,0,1,0,0,1.0000,1.0000,1,0.00
@syncfusion/ej2-cldr-data,33.2.3,0,0,0,0,0.0000,0.0000,0,0.00
@rivetkit/engine-cli-darwin-arm64,2.2.1-pr.4600.252b48e,0,0,0,0,0.0000,0.0000,0,0.00
@rivetkit/engine-cli-linux-x64-musl,2.2.1-pr.4600.252b48e,0,0,0,0,0.0000,0.0000,0,0.00
unicode-8.0.0,0.7.5,22,0,0,0,0.0000,0.0000,0,0.00
@rivetkit/engine-cli-linux-arm64-musl,2.2.1-pr.4600.252b48e,0,0,0,0,0.0000,0.0000,0,0.00
@anthropic-ai/claude-code-linux-arm64-musl,2.1.144,0,0,0,0,0.0000,0.0000,0,0.00
dirac-cli,0.3.44,0,26,0,0,1.0000,1.0000,26,0.00
node-darwin-x64,22.22.3,1,0,0,0,0.0000,0.0000,0,0.00
prismarine-web-client,1.6.0,0,38,0,1,1.0000,1.0000,38,0.00
iobroker.lovelace,5.0.5,0,23,0,0,1.0000,1.0000,23,0.00
@anthropic-ai/claude-code-win32-arm64,2.1.144,0,0,0,0,0.0000,0.0000,0,0.00
@turbo/gen-windows-64,2.8.16,0,0,0,0,0.0000,0.0000,0,0.00
@bentley/imodeljs-win32-x64,5.10.21,0,0,0,0,0.0000,0.0000,0,0.00
jqwidgets-scripts-custom,7.1.0,0,0,0,0,0.0000,0.0000,0,0.00
ctt-babylon,0.22.71,0,1,0,0,1.0000,1.0000,1,0.00
@dcl/explorer,1.0.165087-20250127124647.commit-c5c4235,4,0,0,0,0.0000,0.0000,0,0.00
@snyk/vervet,8.23.1,0,0,0,0,0.0000,0.0000,0,0.00
zh-stroke-data,0.0.75,0,6,0,0,1.0000,1.0000,6,0.00
node-linux-arm64,22.22.3,1,0,0,0,0.0000,0.0000,0,0.00
@sigmashake/ssg-win32-x64,0.29.90,0,0,0,0,0.0000,0.0000,0,0.00
