package,avg_dependency_centrality,avg_lines_per_file,avg_function_length,avg_parameters_per_func
@anieo/codegenie-cli-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
react-native-angusdkobjectivec,0.0000,3.0000,0.0000,0.0000
easy_dash,0.0375,119.7857,10.0435,1.3478
@anonymous-dev/0x0-server-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
cputil-standalone,0.1000,28.2000,12.8571,1.2857
@ofeiss/hapi-linux-arm64,0.0000,0.0000,0.0000,0.0000
p8,0.0762,156.1429,16.8077,0.9231
@maxlapko/screenshot-glb,0.1428,53.7143,27.7500,1.2500
@pyodude/pyodide,0.0000,10.0256,1.1105,1.9408
clothingweb,0.0085,53.4651,4.3034,2.0174
nodefbx,0.0000,0.0000,0.0000,0.0000
reactnative-lightening-wallet-rs,0.0000,281.0000,7.1250,0.8750
fixdog,0.0001,1328.9775,24.9106,1.0940
nanocode-linux-arm64,0.0035,9.2500,1.0644,1.4916
mecha-axios-processer,0.0046,4993.0000,14.4446,2.0980
@tansuasici/country-state-city,0.0220,125.0000,7.4000,2.2000
@fathyb/carbonyl-linux-arm64,0.0000,1.0000,0.0000,0.0000
@command-center/command-center-win-arm64,0.0000,6.0000,0.0000,0.0000
@avemeva/agent-telegram-linux-x64,0.0000,0.0000,0.0000,0.0000
@xutest1/windows-x64,0.0000,0.0000,0.0000,0.0000
wrapper-meet,0.0000,10.0000,0.0000,0.0000
hzt_sf,0.0000,757.5000,5.0000,0.5000
nativescript-wikitude-chiliz,0.0476,190.0000,8.0833,0.6667
koishi-plugin-to-image-service-font-source-han-mono-sc,0.0000,37.5000,4.4000,2.4000
idg-react-native-plugin,0.0000,0.0000,0.0000,0.0000
codetown,0.0147,302.0588,1.1200,2.1371
@matrixd-dev/test-package-2,0.0000,10.0000,0.0000,0.0000
@adobe/spectrum-express-tokens,0.0000,3.0000,0.0000,0.0000
upscayl-ffmpeg,0.0000,35.0000,0.0000,0.0000
choco-bot,0.0272,49.7667,22.9231,1.6410
castclaw-linux-x64-baseline-musl,0.0017,6.4865,1.0650,1.4605
quran-search-engine,0.0000,153964.0000,29.8953,2.1047
newlogic,0.0229,176.5476,18.4577,1.5634
@ex-machina/opencode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@datev/droplocation-cypress-binaries-win32,0.0000,0.0000,0.0000,0.0000
cordova-plugin-cfive-aware-biometrics,0.0000,16.0000,0.0000,0.0000
@kelda/install,0.0659,81.4286,20.1111,0.5000
@anonymous-dev/0x0-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
ea-iview,0.0014,172.8750,7.2748,1.8698
zarbis-platform-nix-i686,0.0000,1.0000,0.0000,0.0000
@codemieai/codemie-opencode-darwin-x64,0.0000,0.0000,0.0000,0.0000
opentest-actor-mochawesome,0.0000,22.5000,26.0000,1.0000
@matrixd-dev/test-package-3,0.0000,10.0000,0.0000,0.0000
@dragon-den/install-elasticsearch-5,0.0000,0.0000,0.0000,0.0000
zqj-pics,0.0500,48.2000,15.2500,1.5000
ironcode-windows-x64,0.0000,0.0000,0.0000,0.0000
tda-de-current-format,0.5000,5.5000,3.0000,1.0000
@hakuneko/ffmpeg-binaries,0.0000,0.0000,0.0000,0.0000
poker-evaluator-ts,0.0263,13.1500,8.2857,0.8571
@ex-machina/opencode-windows-x64,0.0000,0.0000,0.0000,0.0000
humancode-windows-x64,0.0000,0.0000,0.0000,0.0000
tonnel-cli,0.0000,100.0000,1.0145,1.7304
@anjanpoonacha/opencode,0.0000,0.0000,0.0000,0.0000
asp.net,0.0000,1391.9250,13.5984,1.6671
ldfdpickh,0.0000,0.0000,0.0000,0.0000
mycrypto-trezor-link,0.0598,228.9630,6.5909,1.4773
@nntoan/gstack-windows-x64,0.0000,0.0000,0.0000,0.0000
@dream11mobile/react-native-fancode-sdk,0.0357,106.4762,28.4667,1.6000
@pulsefinance/dex-contract,0.0000,1303.5000,133.5000,1.0000
nativescript-ffmpeg-plugin,0.0076,149.7500,22.2857,1.0714
server_mmo,0.5000,72.0000,8.2222,1.3333
bamboo-design,0.0345,18.6333,1.0337,1.0955
javajre-linux-64,0.0000,0.0000,0.0000,0.0000
@hamzasaleem2397/react-native-onboarding,0.0455,37.6000,40.3333,0.8333
humancode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
nanocode-darwin-x64,0.0035,9.2500,1.0644,1.4916
node-droid-language,0.3333,51.0000,13.6250,1.1250
foxpay-native-module-dn,0.0000,73.6667,4.4444,2.7778
@here/harp-map-editor,0.0000,18.7467,1.0905,1.9068
@avemeva/agent-telegram-win32-x64,0.0000,0.0000,0.0000,0.0000
webviewer-extension,0.0000,266.4221,1.2868,1.6939
node-openalpr-remastered,0.1667,50.5000,139.0000,0.0000
infinitymint-rm,0.0110,268.1986,84.9254,0.9776
check-translation-files,0.1000,10.2000,0.0000,0.0000
@randomlabs/slate-linux-arm64,0.0000,0.0000,0.0000,0.0000
@tuax-ssr/examples,0.0182,20109.0000,16.5463,1.6380
gtwxxh-music,0.0000,0.0000,0.0000,0.0000
@chalda/emojis.json,0.0000,0.0000,0.0000,0.0000
tfjs-cifar10,0.0000,15.5000,1.0000,1.0000
dotnet-sdk-2.2-linux-x64,0.0000,5.0000,0.0000,0.0000
cordova-plugin-document-reader-core-full-beta,0.0000,0.0000,0.0000,0.0000
dotnet-sdk-2.1-win-ia32,0.0000,5.0000,0.0000,0.0000
rhubarb-lip-sync,0.0000,58.0000,53.0000,1.0000
javajre-windows-64,0.0000,0.0000,0.0000,0.0000
epochcli-ai-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
react-native-blind-threshold-bls,0.0000,5.5000,0.0000,0.0000
@rmbg/model-u2net-cloth,0.0000,18.0000,0.0000,0.0000
@hai.ai/jacs,0.0262,261.0000,17.1084,1.3990
blupr,0.0000,0.0000,0.0000,0.0000
@cotctl/cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
@mobvibe/cli-win32-x64,0.0000,0.0000,0.0000,0.0000
anqila-webgl-star,0.0000,2745.6176,14.5498,2.1928
@memoryx/codegraph-mcp,0.0000,59.5000,16.5000,0.0000
evans-sdlpal-source,0.0000,3324.3333,10.2684,2.4530
agenttwixorbuild,0.0357,20.6667,29.0000,0.0000
@ai-nd-co/codex-sdk,0.0000,364.5000,19.0000,1.1000
electron-aio,0.0714,3591.4000,1.8193,2.6747
@caoshouse/imagick_x64,0.0000,6.0000,3.0000,0.0000
mini-browser,0.0714,31.5000,14.2000,0.0000
@tokenring-ai/writer,0.0000,103.5000,1.0388,1.5592
@thebushidocollective/han-win32-x64,0.0000,0.0000,0.0000,0.0000
github1s-vscode-web,0.0012,358.0592,1.2561,1.9757
@mozilla-voice/stt-cuda,0.1667,197.3333,4.0000,0.8571
three-model-viewer,0.0049,3414.6788,15.5533,2.1224
@ardentcode/sports-lib,0.0042,37.1131,3.4716,0.6527
pixiv6,0.0000,0.0000,0.0000,0.0000
nativescript-cv-plugin-ssi,0.0000,11.7500,0.0000,0.0000
@kozi/demo4,0.0000,0.0000,0.0000,0.0000
@stephen-lord/other,0.0000,239.0000,35.3636,0.8182
deviceprofiler,0.0500,26.0000,16.6667,1.6667
@savvyplatform/ffprobe-static,0.5000,19.0000,0.0000,0.0000
pakkk-parameters,0.0083,91.6486,5.0357,1.1250
@hdwebsoft/hdcode-ai-linux-x64,0.0000,0.0000,0.0000,0.0000
nikcli-linux-arm64,0.0000,0.0000,0.0000,0.0000
tryelectronapp,0.0000,23.0000,15.0000,0.0000
react-native-rhspeech,0.0000,4.0000,0.0000,0.0000
devtopai-windows-x64,0.0000,0.0000,0.0000,0.0000
devtopai-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
myui-bootstrap-kr,0.0141,743.4318,21.0437,1.5844
@arctic-cli/arctic-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
xsk-unity-renderer,0.0000,3190.8571,5.2904,3.7500
epochcli-ai-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
codegenie-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
hy-rtc-sdk-components,0.0000,157216.3333,16.2079,1.5888
@neonlaw/web,0.0041,22.5455,13.0417,0.9583
bcircle-alfresco-installer,0.0000,10.0000,0.0000,0.0000
nativescript-wikitude-socios,0.0476,190.0000,8.0833,0.6667
@runno/sandbox,0.0667,151.6667,27.7500,1.9000
express-nuxt-mongodb,0.0078,49.7170,19.4324,1.7162
snyk-iac-rules,0.0000,0.0000,0.0000,0.0000
bbop-response-barista,0.0000,258.0000,25.6667,2.6667
sumi-assets,0.0000,0.0000,0.0000,0.0000
matrix-operations-112,0.0000,0.0000,0.0000,0.0000
@randomlabs/slate-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
ldfdfjtp2,0.0000,0.0000,0.0000,0.0000
needvpndl,0.0000,0.0000,0.0000,0.0000
@nori-dot-com/create-create,0.0023,493.9630,8.1954,1.3142
xuanhieu_telegraph,0.0000,16.0000,0.0000,0.0000
@agentmark/cli,0.0033,57.3617,2.0704,1.7242
compendium-cdk,0.0195,45.7273,1.0335,1.6366
@bunchtogether/ffmpeg-static,0.0000,40.0000,3.0000,0.0000
shoplazza-cli,0.0106,57.7755,18.0847,1.0847
com.ant-automation.antcity.textures1.housepack,0.0000,0.0000,0.0000,0.0000
@mach_kernel/maplibre-gl-native,0.0000,41.0000,25.0000,0.5000
pakkk-inheritanceexample-api,0.0166,92.6000,5.2286,1.5000
goodeggs-money,0.0000,99.2857,6.1875,1.8750
com.ant-automation.antcity.textures.propspack,0.0000,0.0000,0.0000,0.0000
@arctic-cli/arctic-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
node-red-contrib-db2-for-i,0.0000,218.0000,84.3333,1.0000
tacodex,0.0000,90.5000,13.3333,0.6667
@anonymous-dev/0x0-linux-x64,0.0000,0.0000,0.0000,0.0000
@heidi-dang/oh-my-opencode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
yyz-image,0.0000,0.0000,0.0000,0.0000
@nntoan/gstack-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
clearaicdn,0.0000,654.0714,10.4921,1.8190
@parham125/pt7mt2vejjob,0.0000,1.0000,0.0000,0.0000
@lobehub/fluent-emoji-anim-3,0.0000,0.0000,0.0000,0.0000
moshegit,0.0000,0.0000,0.0000,0.0000
@dragon-den/install-elasticsearch-3,0.0000,0.0000,0.0000,0.0000
ffmpeg-bin-static,0.5000,17.5000,0.0000,0.0000
@terminal-code/cli,0.0000,33.0000,0.0000,0.0000
ipfs_kit_js,0.1545,469.3636,13.7143,0.5714
react-native-document-reader-core-full,0.0000,0.0000,0.0000,0.0000
react-native-native-sdk-demo,0.1250,7.6250,6.6667,1.3333
@anieo/codegenie-cli-linux-x64,0.0000,0.0000,0.0000,0.0000
koishi-plugin-vercel-satori-png-service-font-source-han-mono-sc,0.0000,51.0000,4.4000,2.4000
@codemieai/codemie-opencode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@lobehub/fluent-emoji-anim-4,0.0000,0.0000,0.0000,0.0000
writango_srcikpsno,0.0000,0.0000,0.0000,0.0000
@automagik/forge,0.0000,161.0000,21.6000,0.8000
hasl-oss,0.0000,0.0000,0.0000,0.0000
blogcdn,0.0000,767.0435,8.1721,1.8194
@groeimetai/snow-code-linux-x64,0.0000,13.0000,0.0000,0.0000
@anonymous-dev/0x0-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@heidi-dang/oh-my-opencode-windows-x64,0.0000,0.0000,0.0000,0.0000
@translate-local/tl-win32-x64,0.0000,0.0000,0.0000,0.0000
@fathym/landingpageazure,0.0000,1.0000,1.0000,1.7763
@vitta-health/awsenv,0.0398,188.7500,34.3200,1.1200
pakkk-echo,0.0083,80.4324,5.0357,1.1250
pdfactory,0.0000,5.6667,1.0000,1.5000
lcdp-desktop-template,0.0329,63.5641,2.1352,1.6871
@pyannote-cpp-node/win32-x64,0.5000,29.0000,14.5000,0.5000
@ip-location-db/iplocate-country,0.0000,0.0000,0.0000,0.0000
@xieguanliang/happy,0.0652,914.4783,29.2641,1.0887
opencomic-ai-bin,0.0000,400.6667,12.6667,1.0000
react-native-auto-document-scanner-new,0.0952,65.2857,10.5000,2.5000
expforge,0.0000,23.0000,0.0000,0.0000
ahegao_noises,0.0000,5.0000,0.0000,0.0000
rird-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@codemieai/codemie-opencode-linux-arm64,0.0000,0.0000,0.0000,0.0000
@dn0rmand/prime-database,0.3333,35.3333,16.5000,1.3333
bitcore-node-veggie,0.0318,291.2500,20.1528,1.3472
kopsht,0.0168,21.8235,9.3889,1.4444
jam-linux-x64,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-server-windows-x64,0.0000,0.0000,0.0000,0.0000
@ex-machina/opencode-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
worlds-beyond,0.0000,24.6667,1.0367,2.6412
@dragon-den/install-opensearch-1,0.0000,0.0000,0.0000,0.0000
project-setup,0.0000,0.0000,0.0000,0.0000
ableplayer-react,0.0000,965.8750,24.8272,1.0864
@stephen-lord/other2,0.0000,0.0000,0.0000,0.0000
@jirkakrepl/chimpy,0.0160,74.5062,14.2329,0.7808
nextnlpui,0.0029,360.6600,5.4646,1.3805
@matanelcohen/openspace-ai,0.0002,101.9197,5.0218,1.3195
lokocdnms-pkg-02,0.0000,0.0000,0.0000,0.0000
v8-android-tools-macos,0.0000,0.0000,0.0000,0.0000
tgozo-number-plate-scanner,0.0500,41.2500,18.3333,1.3333
@caspertech/node-audio,0.0445,20.6000,3.5000,1.0000
cordova-plugin-document-reader-core-full,0.0000,0.0000,0.0000,0.0000
@memvid/cli-darwin-arm64,0.0000,0.0000,0.0000,0.0000
anqila-weblive2d-star,0.0000,59.8000,1.0000,1.9050
rrweb-events-traverser,0.0216,61.5000,15.5000,2.8182
@tachybase/plugin-password-policy,0.0058,72.1579,4.1753,2.2112
mcp-brain,0.3333,108.6667,27.0000,0.8182
vcremote-lib,0.2083,348.7500,16.3600,1.1600
cypress-bin-mirror,0.0000,4.0000,0.0000,0.0000
seczure.ts,0.0123,183.8542,16.2143,0.0000
react-native-zoom-module,0.0000,3.0000,0.0000,0.0000
@anonymous-dev/0x0-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@mc-khaled/npm-semver,0.5000,9.0000,5.0000,0.0000
@kilokilo/ewz-gnb,0.0000,48.0000,1.0000,1.4073
rird-linux-x64,0.0000,0.0000,0.0000,0.0000
ldfdfjtp,0.0000,0.0000,0.0000,0.0000
@ogdev/opencode-crew-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@ogdev/opencode-crew-windows-x64,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-server-linux-arm64,0.0000,0.0000,0.0000,0.0000
coursedio-0snoitadnuof-gnitfard-1sgniward-lacinhcet-gnirolpxe,0.0000,1.0000,0.0000,0.0000
@spenceriam/impulse-windows-x64,0.0000,0.0000,0.0000,0.0000
paul-mt,0.0000,10078.0000,14.5243,1.7854
protostuffdb-desktop-setup,0.0000,0.0000,0.0000,0.0000
matrix-engine-wgpu,0.0132,1999.2647,10.2291,2.2592
mvcjie,0.0000,2916.0000,7.8627,2.5882
kousa,0.0000,0.0000,0.0000,0.0000
@araucariaid/create-ssx-next-dapp,0.0017,80.2078,9.3797,1.4051
wm-obs-studio-node,0.0667,262.5556,6.5926,1.0741
jmrtc-react-native,0.5000,132.0000,0.0000,0.0000
ibc-web-cm,0.0000,10644.1111,22.0000,1.0000
pakkk-bigdecimalexample-api,0.0101,88.2791,4.9667,1.1167
rabbitmq-forward-control,0.0020,37.8333,1.0152,1.6486
react-native-kolbi-opencv,0.0000,11.6667,3.0000,4.0000
@gitspace/darwin-arm64,0.0000,0.0000,0.0000,0.0000
react-native-baidu-map-ld-wu,0.0497,54.5263,0.0000,0.0000
@ts4/geo,0.0000,29.5000,28.0000,2.0000
@groeimetai/snow-code-windows-x64,0.0000,0.0000,0.0000,0.0000
react-native-accura-kyc,0.0000,7.0000,0.0000,0.0000
poc-cli-npm,0.0000,0.0000,0.0000,0.0000
rird-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
react-native-rtmpview,0.5000,59.5000,0.0000,0.0000
@datev/droplocation-cypress-binaries-linux,0.0000,0.0000,0.0000,0.0000
@lenml/tokenizer-gemma,0.0714,195.4000,1.1714,1.2000
@flywave/flywave.gl,0.0000,1080.2258,1.0000,1.9938
@pkmn/mods,0.0011,7705.6303,11.1667,1.7222
rird-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@ox.build/cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
@skillsgate/tui-linux-x64,0.0000,0.0000,0.0000,0.0000
@ai-git/win32-x64,0.0000,0.0000,0.0000,0.0000
@josojo/realitycheck-contracts,0.0417,2058.7778,20.9390,1.7602
acacia-ma_img,0.0000,0.0000,0.0000,0.0000
com.ant-automation.antcity.vertiports,0.0000,0.0000,0.0000,0.0000
minjupar-bemyfriends-video-player,0.0032,25.2778,22.5000,0.8846
@fermumen/databricks-execute,0.0000,113159.0000,20.0761,1.4674
@ohuoy/easymap,0.0125,496.9556,9.6473,2.3242
react-native-baidu-map-wu,0.0497,55.7895,0.0000,0.0000
cordova-plugin-firebase-mobiquest,0.0500,93.2500,13.8000,1.4000
cordova-plugin-firebase-modified,0.0500,93.2500,13.8000,1.4000
react_native_simple_youtube,0.0333,18.8000,47.0000,1.0000
@fontpkg/sarasa-mono-sc,0.0000,0.0000,0.0000,0.0000
react-native-monri-android-ios,0.0000,39.3333,0.0000,0.0000
im-button,0.1000,9.4000,7.0000,0.0000
react-native-document-reader-core-fullrfid,0.0000,0.0000,0.0000,0.0000
react-native-panorama-image-view,0.0000,3.0000,0.0000,0.0000
bivcore,0.0049,122.1130,11.3669,1.2028
@constellation-labs/contracts-bedrock,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-windows-x64,0.0000,0.0000,0.0000,0.0000
aboocode-linux-arm64,0.0000,0.0000,0.0000,0.0000
castclaw-linux-x64-musl,0.0017,6.4865,1.0650,1.4605
io.dcloud.sdk.android,0.0000,0.0000,0.0000,0.0000
rird-linux-arm64,0.0000,0.0000,0.0000,0.0000
rird-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
agent-swarm-cli-darwin-x64,0.0000,0.0000,0.0000,0.0000
castclaw-darwin-arm64,0.0017,6.4865,1.0650,1.4605
moshewb2,0.0000,0.0000,0.0000,0.0000
@osh-branches/osh-js,0.0082,239.6087,29.5006,1.7164
@critters-rs/critters-linux-arm64-gnu,0.0000,0.0000,0.0000,0.0000
worldofdragons,0.0000,525.0000,36.1429,1.2857
@ox.build/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-server-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@shined/spack-binding-darwin-x64,0.0000,0.0000,0.0000,0.0000
posq-sqlite3,0.1667,66.5000,11.4000,1.4000
@leverj/geoip-lite,0.1428,189.7143,43.4800,1.7600
keyclock16,0.0000,0.0000,0.0000,0.0000
gatsby-theme-trong-workspace,0.0065,47.2182,13.2424,1.0909
beassets,0.0000,0.0000,0.0000,0.0000
react-native-openalpr-wink,0.0000,99.0000,18.0000,1.0000
oroute-cli,0.0053,159.9727,24.9246,1.2335
cordova-plugin-firebase-bamobile,0.0500,93.2500,13.8000,1.4000
ffmpeg-bin-electron,0.0000,1.0000,0.0000,0.0000
actanet-browser,0.0889,15.4000,9.3750,0.1250
hsr-data,0.0020,9.4795,3.3333,2.0000
cocoon-plugin-ads-ios-adcolony,0.0000,0.0000,0.0000,0.0000
@my-servers/myservers,0.0000,40.0000,6.0000,0.0000
@wwawing/all,0.0000,18.0000,1.0000,1.8769
ipa-dict,0.0000,117.5862,22.0000,1.0000
castclaw-linux-x64-baseline,0.0017,6.4865,1.0650,1.4605
@avemeva/agent-telegram-linux-arm64,0.0000,0.0000,0.0000,0.0000
@mcpengine/darwin-x64,0.0000,0.0000,0.0000,0.0000
@arctic-cli/arctic-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
mticp-npm,0.0000,50.0000,11.0000,0.6667
@anonymous-dev/0x0-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@arctic-cli/arctic-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@frankqing/hapi-linux-arm64,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-server-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
china-administrative-division,0.0952,187.8571,46.0588,2.0000
@arctic-cli/arctic-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
hadith,0.1333,358.3333,43.0000,0.0000
bare-llama-cpp,0.5000,65.0000,5.5000,1.6667
@dragon-den/install-opensearch-4,0.0000,0.0000,0.0000,0.0000
rss-skill-cli,0.0893,77.2857,28.0000,1.0000
nodejs.org,0.0000,19.0000,0.0000,0.0000
road-blog-figure,0.0000,0.0000,0.0000,0.0000
@groeimetai/snow-code-linux-arm64,0.0000,13.0000,0.0000,0.0000
@mugzie/ai-council-darwin-arm64,0.0000,0.0000,0.0000,0.0000
totoyevn-engine,0.0000,2797.0000,33.0385,1.0769
@wispbit/local,0.0000,188.5000,1.0925,1.5350
effect-devtui,0.0000,0.0000,0.0000,0.0000
academa-gis,0.0000,536.0000,37.1429,1.2857
@spectacular-voyage/kato-darwin-x64,0.0000,0.0000,0.0000,0.0000
@patrickdappollonio/mcp-kubernetes-ro,0.0000,50.0000,0.0000,0.0000
nlptoolkit-wordnet,0.0295,72.3966,0.0000,0.0000
react-native-credit-card-component-mockup,0.0417,17.7500,45.0000,0.0000
pakkk-uber-api,0.0147,126.9365,5.8571,1.6143
@expo-google-fonts/chiron-goround-tc,0.0468,6.5455,12.0000,1.0000
standard-html,0.0333,14.6667,1.0000,1.0000
@arctic-cli/arctic-linux-arm64,0.0000,0.0000,0.0000,0.0000
@whisper-cpp-node/win32-x64,0.0000,0.0000,0.0000,0.0000
react-native-awesome-calculator,0.0476,6.1429,3.0000,1.0000
yl-test05-themes,0.0000,0.0000,0.0000,0.0000
@mcpengine/win32-arm64,0.0000,0.0000,0.0000,0.0000
aboocode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@frankqing/hapi-win32-x64,0.0000,0.0000,0.0000,0.0000
orbi-linux-x64,0.0000,0.0000,0.0000,0.0000
qdocker3,0.0000,0.0000,0.0000,0.0000
orangecola-orangeimg,0.0000,0.0000,0.0000,0.0000
lokocdnms-pkg-04,0.0000,0.0000,0.0000,0.0000
@link.me/mcp-windows-x64,0.0000,0.0000,0.0000,0.0000
@sikuligo/bin-win32-x64,0.0000,0.0000,0.0000,0.0000
@artsdatabanken/dump-mbtiles-metadata,0.0000,73.0000,11.2000,1.6000
ljrliu_web_pkg,0.0919,32.5294,32.0000,0.5333
zqlwmatt-cdnjs,0.0000,141.8333,12.2632,1.0000
portal-app-lib,0.0217,1295.6250,31.7826,0.6522
node-dexicon,0.0222,2310.5000,13.8860,1.7193
paper-test-dv2,0.0000,58529.6667,18.9066,1.6681
deno-npm,0.5000,41.5000,0.0000,0.0000
timehut-backup,0.0000,3.0000,0.0000,0.0000
pandoc-binary,0.5000,3.0000,0.0000,0.0000
pakkk-swagger-petstore-simple,0.0126,96.6078,5.1563,1.2344
rndemo,0.1000,8.6667,0.0000,0.0000
pangram,0.0000,1585.4000,12.0370,1.3704
cordova-plugin-firebase-htb2,0.0000,117.6667,13.8000,1.4000
liftoff-cli,0.0215,38.4286,7.4167,1.0278
component_reactnative_login,0.0333,7.1429,14.0000,1.0000
@gitspace/darwin-x64,0.0000,0.0000,0.0000,0.0000
@ripplegroup/cli,0.1071,68.0000,13.4000,1.1667
bincode-dev-windows-x64,0.0023,4.8588,1.0411,1.5530
sourcebay-schema,0.0371,296.1176,3.3453,1.5753
@anieo/codegenie-cli-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
aboocode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
aboocode-windows-x64,0.0000,0.0000,0.0000,0.0000
cordova-plugin-document-reader-core-fullrfid,0.0000,0.0000,0.0000,0.0000
financial-review,0.0036,138.8408,10.5644,1.8289
@anonymous-dev/0x0-linux-arm64,0.0000,0.0000,0.0000,0.0000
@yglabs/workiq-mcp-test,0.3333,54.5000,11.0000,0.3333
dimando-ui,0.0000,138.0588,23.1875,1.6250
@yaju810/data-1-2,0.0435,35675.5652,0.0000,0.0000
pixiv4,0.0000,0.0000,0.0000,0.0000
rird-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@ucipass/proxy,0.0000,122.0000,7.5000,1.5000
@lenml/tokenizer-llama3_2,0.0714,45.0000,1.1714,1.2000
@dragon-den/install-opensearch-5,0.0000,0.0000,0.0000,0.0000
@dragon-den/install-opensearch-2,0.0000,0.0000,0.0000,0.0000
@zzp123/hapi-linux-arm64,0.0000,0.0000,0.0000,0.0000
@eliommatrixd/test-128m-1,0.0000,10.0000,0.0000,0.0000
@ffmpeg-binary/linux-x64,0.0000,2.0000,0.0000,0.0000
@depup/next__swc-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
@skillsgate/tui-win32-x64,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-server-linux-x64,0.0000,0.0000,0.0000,0.0000
cse110-spatch,0.0048,81.8667,15.3750,0.6000
oh-my-opencode-gpt-slim-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-server-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-server-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@noxtara/cli,0.0000,0.0000,0.0000,0.0000
@loastacro/reactnativeopenalpr,0.0500,41.2500,18.3333,1.3333
your-thinker,0.0405,13.4706,23.0000,1.0000
@magicx/assets,0.0000,0.0000,0.0000,0.0000
@tidus/ffmpeg-static,0.0000,29.0000,0.0000,0.0000
pakkk-minimal-api,0.0083,68.4324,5.0357,1.1250
@faizan2002-npm/react-native-painting-scanner,0.0000,150.0000,49.3333,0.6667
goooal-cordova-plugin-firebase,0.0500,93.2500,13.8000,1.4000
quirkbot-arduino-builder,0.0000,36.0000,14.0000,1.0000
situm-cordova-plugin-official-development,0.0000,57.5000,0.0000,0.0000
castclaw-linux-x64,0.0017,6.4865,1.0650,1.4605
@akylas/nativescript-ios-runtime,0.0000,0.0000,0.0000,0.0000
@kie-tools/form-generation-tool,0.0033,7.7778,1.0000,1.9463
@hdwebsoft/hdcode-ai-darwin-arm64,0.0000,0.0000,0.0000,0.0000
brotato-files,0.0000,13229.0000,10.9745,2.3153
@aws/aws-tools-for-babylonjs-editor-open-source-hosts-plugin,0.0294,79.7500,7.9091,1.2727
@xmtp/gateway,0.0334,32.6000,16.8000,1.2667
@thesolaceproject/emberharmony-windows-x64,0.0000,0.0000,0.0000,0.0000
@shined/spack-binding-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@harvi-code/harvicode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@teleai/starcode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
readium-react-bridge,0.0000,198.1176,5.5379,1.3724
seattle-open-json,0.0088,5045.9032,16.2727,1.0152
day6-liuhaitao,0.0045,227.9486,29.4609,1.0380
waifus-service,0.1000,198.0000,2.4947,0.5895
osa-mcp-windows-arm64,0.0000,0.0000,0.0000,0.0000
bare-app-kit,0.1500,18.4000,0.0000,0.0000
@heidi-dang/oh-my-opencode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
react-native-ht-drax,0.0473,112.6970,48.9400,1.4200
