package,avg_dependency_centrality,avg_lines_per_file,avg_function_length,avg_parameters_per_func
@wezard/react-native-react-navigation-template,0.0060,18.9457,8.7759,0.7586
@dragon-den/banhbao,0.0000,26.0000,0.0000,0.0000
@nhtio/create-vue-lib-starter,0.0229,100.4706,31.2000,1.2667
@pstdio/cli-win-arm64,0.0000,2.0000,0.0000,0.0000
reverse-stu-allversions,0.0000,185.8254,2.6389,1.8593
@felixtz/iwsdk-rag-mcp,0.0006,147.5310,31.3774,1.6604
gambi-windows-x64,0.0000,0.0000,0.0000,0.0000
@somosmona/mona-rn-ui,0.0155,61.7471,16.5072,1.4348
signd-reactnative-sdk,0.0476,25.8571,0.0000,0.0000
@zappway/embeds,0.0000,453.3750,1.0257,1.5884
@doenet/prefigure,0.0000,7437.3750,16.9694,1.9762
quirkbot-avr-gcc,0.0000,37.0000,14.0000,1.0000
react-native-easebuzz-sdk,0.0000,9.0000,7.0000,2.0000
hubble-react-ios-binaries,0.0000,0.0000,0.0000,0.0000
@trailstash/ultra,0.0327,249.5410,40.3165,1.8597
@itentialopensource/adapter-vmware_vrealize_orchestrator,0.0353,1506.6538,24.3971,1.8382
ultracode,0.0229,22.3166,1.0945,1.9203
@axmit/flow-helper,0.0022,36.6292,18.4944,1.3034
verde-app-linux-x64,0.0000,7.0000,3.0000,0.0000
@mcpmesh/tsuite-linux-x64,0.0000,0.0000,0.0000,0.0000
0byte-opencode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
sqlite3-offline,0.1667,66.5000,11.4000,1.4000
@badatgil/expo-mapbox-navigation,0.0294,19.8750,15.5714,1.8571
0byte-opencode-linux-x64,0.0000,0.0000,0.0000,0.0000
@flowaccount/node-icu-tokenizer,0.5000,26.0000,6.0000,0.0000
h1z1-server,0.0067,367.3212,28.7573,1.6151
@piured/engine,0.0217,117.9756,41.3243,1.1892
scorpious_kogo,0.0009,129.8875,24.5129,0.7256
@commonalityco/studio,0.0032,58.6364,1.0336,1.6712
froala-design-blocks,0.5000,81.0000,14.0000,1.1250
@molybden-apps/molybden-darwin-arm64,0.0000,17.0000,12.0000,0.0000
angular-material-app,0.0011,15.8636,1.0599,1.3988
acp-extension-codex-darwin-x64,0.0000,0.0000,0.0000,0.0000
node-source-han-sans-tc,0.0000,0.0000,0.0000,0.0000
@aaif/goose-binary-win32-x64,0.0000,0.0000,0.0000,0.0000
@postman/pm-bin-linux-arm64,0.0042,122.8072,19.4268,1.4629
barcode4nodejs,0.0500,101.2000,4.5000,1.2500
local-memory-mcp,0.0714,247.6250,32.9074,0.9815
dash_smoothie,0.0025,7449.1071,13.5679,1.8397
acp-extension-codex-linux-arm64,0.0000,0.0000,0.0000,0.0000
@clidey/whodb-cli-linux-x64,0.0000,0.0000,0.0000,0.0000
@waku/react-native,0.0000,555.6667,12.5410,0.9672
rn-first-app,0.0385,11.2000,0.0000,0.0000
@pstdio/cli-linux-arm64,0.0000,2.0000,0.0000,0.0000
@aaif/goose-binary-darwin-x64,0.0000,0.0000,0.0000,0.0000
@getbizi/bizi-win32-x64,0.0000,0.0000,0.0000,0.0000
reusable-react-native-components,0.0030,20.2424,7.8621,1.5862
@bloque/cli,0.2500,72.6667,19.1000,0.6000
finny-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
centaurus-cli,0.0058,258.2789,25.8775,1.2814
@molybden-apps/molybden-linux-x64,0.0000,29.0000,12.0000,0.0000
@itentialopensource/adapter-firemon_securitymanager,0.0353,4486.4615,24.3971,1.8382
@pstdio/cli-linux-arm64-musl,0.0000,2.0000,0.0000,0.0000
@grconrad/vscode-binaries,0.0000,0.0000,0.0000,0.0000
finny-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
matrix-linux-arm64,0.0000,0.0000,0.0000,0.0000
@dxos/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
emoji-datasource-split,0.3333,88.0000,0.0000,0.0000
desktop-manager,0.0237,40.7273,21.8136,0.5254
lark-opencode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
node-3scale-cli,0.0595,90.3871,24.7500,2.3750
@lloyal-labs/lloyal.node-linux-x64-vulkan,0.0000,0.0000,0.0000,0.0000
finny-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
finny-darwin-x64,0.0000,0.0000,0.0000,0.0000
usbabynames,0.0000,19.4667,8.6154,0.3077
@apoorva2405/uxp-devtools-app,0.0417,103.3750,1.4158,1.5533
@molybden-apps/molybden-darwin-x64,0.0000,17.0000,12.0000,0.0000
aspose.cells.node.darwin.x64,0.0000,0.0000,0.0000,0.0000
argo-audit-bots,0.0000,525.0000,36.1429,1.2857
finny-linux-x64,0.0000,0.0000,0.0000,0.0000
@aaif/goose-binary-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@iwsdk/reference-assets,0.0000,0.0000,0.0000,0.0000
@getbizi/bizi-win32-arm64,0.0000,0.0000,0.0000,0.0000
@cryptox/mines,0.0000,28.0000,0.0000,0.0000
artastra,0.0000,272.0000,36.6000,1.9333
@babylonjs/react-native-basekit-windows-0-71,0.0000,0.0000,0.0000,0.0000
as-c-neo-scss,0.0173,15.0435,1.5652,1.6522
@alpaca-finance/alpaca-contract,0.0003,271.6664,2.0000,1.0000
matrix-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@naniteninja/itinerary-lib,0.0000,1762.0000,0.0000,0.0000
matrix-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@x-cmd-pkg/rust,0.0000,0.0000,0.0000,0.0000
@lloyal-labs/lloyal.node-linux-x64-cuda,0.0000,0.0000,0.0000,0.0000
my-react-java,0.0476,7.4000,0.0000,0.0000
r-ttt-2,0.0101,112.4296,2.2167,2.0138
@ironfish/rust-nodejs-linux-arm64-gnu,0.0000,0.0000,0.0000,0.0000
matrix-linux-x64,0.0000,0.0000,0.0000,0.0000
finny-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@codemieai/codemie-opencode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@plot-ai/linux-x64-musl,0.0000,0.0000,0.0000,0.0000
chuggume,0.0000,6.3333,0.0000,0.0000
aistub,0.0000,223.0000,11.0000,1.0000
@codemieai/codemie-opencode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@celo/celo-devchain,0.0556,55.6667,17.6667,1.8889
nativescript-ffmpeg-plugin-fixed,0.0139,123.6667,23.7692,1.1538
@git-glint/nodegit,0.0053,85.7143,22.3590,1.5385
@material-symbols-svg/astro,0.0002,79.7780,13.0000,1.7500
corporisdistinctio,0.0000,122.5468,25.7296,1.3407
finny-windows-x64,0.0000,0.0000,0.0000,0.0000
procbay-schema,0.0360,362.1818,4.3592,1.6035
@ip-location-db/dbip-city-mmdb,0.0000,0.0000,0.0000,0.0000
@codemieai/codemie-opencode-linux-x64,0.0000,0.0000,0.0000,0.0000
@ignored/edr,0.1667,147.6667,14.0000,0.0000
@codemieai/codemie-opencode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@dxos/cli-darwin-x64,0.0000,0.0000,0.0000,0.0000
finny-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
@here/harp-fontcatalog,0.0000,0.0000,0.0000,0.0000
@toolkit-cli/toolkode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
react-native-animated-scroll-modal,0.0277,35.4211,68.3333,6.3333
wifi-rtt-module,0.0321,16.6000,3.0000,0.6667
@sayduck/gltf-pipeline,0.0484,512.9189,36.8804,1.8325
prabhatacharya,0.0000,21.3333,14.0000,1.0000
avvo-styleguide,0.0084,121.4510,20.4489,1.2273
finny-linux-arm64,0.0000,0.0000,0.0000,0.0000
@pstdio/cli-win-x64,0.0000,2.0000,0.0000,0.0000
asherah-linux-arm64-gnu,0.0000,0.0000,0.0000,0.0000
@reclaimprotocol/zk-fetch,0.0000,583.0000,18.4286,1.4643
humancode-linux-x64,0.0000,0.0000,0.0000,0.0000
@involvex/prompt-enhancer,0.0166,52.2903,22.3750,1.0156
@plot-ai/linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
node-dev-x,0.0000,10.0000,0.0000,0.0000
@randomlabs/slate-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@dreamwalk-os/react-native-apollo-template,0.0053,23.2759,14.7778,1.0222
react-native-paper-time-duration,0.0077,72.3732,22.2362,1.0031
@material-symbols-svg/svelte,0.0002,82.7680,7.5000,1.7500
@synonymdev/react-native-ldk,0.0833,236.6875,9.6071,1.1429
node-source-han-sans-k,0.0000,0.0000,0.0000,0.0000
termeet-cli-linux-x64,0.0000,0.0000,0.0000,0.0000
@molybden-apps/molybden-linux-x64-debug,0.0000,0.0000,0.0000,0.0000
xiansakana-blog-img,0.0000,0.0000,0.0000,0.0000
@openim/electron-client-sdk,0.0000,138.7727,35.0000,1.0714
@lloyal-labs/lloyal.node-linux-arm64-vulkan,0.0000,0.0000,0.0000,0.0000
@aaif/goose-binary-linux-x64,0.0000,0.0000,0.0000,0.0000
@mcpmesh/tsuite-linux-arm64,0.0000,0.0000,0.0000,0.0000
react-native-cq-short-video,0.4166,37.0000,0.0000,0.0000
@ironsoftware/ironpdf-engine-windows-x86,0.0000,3.0000,0.0000,0.0000
@connext/smart-contracts,0.0007,237.4267,14.9503,1.4286
cordage-enterprise,0.0000,624.7852,8.8454,1.9217
my-rn-ads,0.0101,62.6719,1.4887,1.7031
jadetam-dotfiles,0.0000,12.0000,0.0000,0.0000
finny-windows-arm64,0.0000,0.0000,0.0000,0.0000
react-native-agoraio,0.3333,18.3333,0.0000,0.0000
@comapeo/nodejs-mobile-react-native,0.0000,95.1111,32.7857,1.2857
@mcpmesh/tsuite-darwin-x64,0.0000,0.0000,0.0000,0.0000
@toolkit-cli/toolkode-windows-arm64,0.0000,0.0000,0.0000,0.0000
@dharmaprotocol/contracts,0.0016,9567.6765,24.2000,2.0000
cordova-plugin-hybridrtc,0.0000,54.0000,1.0000,0.0000
@plot-ai/linux-arm64-gnu,0.0000,0.0000,0.0000,0.0000
lambinator,0.0000,130.0000,29.4815,1.1481
fixparser-plugin-cli,0.0000,22750.7419,24.1529,2.2679
dota2-fork,0.0009,978.1116,13.4166,1.6835
@mcpmesh/tsuite-darwin-arm64,0.0000,0.0000,0.0000,0.0000
zego-express-engine-electron-private,0.1556,1118.5556,24.5000,0.0000
@gocodingnow/rn-better-boilerplate,0.0022,22.8495,9.9535,1.3256
@hytopia.com/assets,0.0000,1.0000,0.0000,0.0000
iiif-annotator,0.0023,45.3333,1.0115,1.8003
jscenekit,0.0099,270.3196,1.4903,1.7677
@gocodingnow/rn-native-base-boilerplate,0.0023,30.2857,8.6667,1.2407
live2d-models-storage,0.0000,30.0000,0.0000,0.0000
@material-symbols-svg/react-native,0.0002,71.3357,31.0000,2.0000
@mida-design/react-native-component,0.0000,1.6667,0.0000,0.0000
@teunlao/code-consolidator,0.0028,39.0476,1.0616,1.6422
verde-app-darwin-arm64,0.0000,7.0000,3.0000,0.0000
aether-slm-framework,0.0079,48.8214,1.0000,2.2614
yt-dlp-static,0.0000,15.0000,0.0000,0.0000
solvebio-dash-components,0.0023,44.0188,10.6014,1.8950
@pikabohenkeai/explorer,0.0000,22987.1250,10.0315,1.6810
@tts_openapi_devmcp/tts-openapi-dev-mcp-test,0.0000,0.0000,0.0000,0.0000
@cvr/stacked,0.0000,130.1944,29.7381,1.4524
versuno-cli-windows-x64,0.0000,0.0000,0.0000,0.0000
senapt-tomato,0.0000,553.0000,38.8571,1.3810
capacitor-mapbox,0.0357,76.1250,0.0000,0.0000
react-native-heremaps-bridge,0.0536,27.0000,11.3333,1.2000
asherah-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
calvin-network-tools,0.0183,46.3441,20.5957,1.6064
@amazon-sumerian-hosts/three,0.0909,54.1667,1.0000,1.2222
cordova-plugin-scanplate,0.0000,17.0000,0.0000,0.0000
font6pro,0.0000,2005.6452,11.0199,1.2804
@synsci/cli-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
echarts-china-cities-js,0.0000,1.7266,1.0533,1.0517
vibecanvas-linux-x64,0.0000,0.0000,0.0000,0.0000
@lloyal-labs/lloyal.node-linux-arm64-cuda,0.0000,0.0000,0.0000,0.0000
dope-rn-nmap,0.0000,240.5000,6.0000,1.0000
ffmpeg-helper,0.0000,38.3333,2.0000,1.0000
native-browser-deps-linux,0.0000,41.0000,10.0000,0.0000
@promakeai/dbcli,0.0000,40.0000,0.0000,0.0000
@babylonjs/react-native-basekit-windows-0-70,0.0000,0.0000,0.0000,0.0000
retypeapp-darwin-arm64,0.0000,35.0000,7.0000,1.0000
com.spellboundar.audio-tools,0.0000,0.0000,0.0000,0.0000
@oven/zig-linux-x64,0.0000,1960.8824,38.3227,1.1136
@things-factory/scene-urdf,0.0550,113.8333,22.2500,1.0833
@silicogenai/silicogen-cli-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
gitduck,0.0714,31.2857,4.6667,1.0000
react-native-component-library-template-demo,0.0778,15.5556,8.6667,0.6667
@dolthub/commit-graph,0.0123,58.0938,4.8614,1.3283
@molybden-apps/molybden-darwin-arm64-debug,0.0000,0.0000,0.0000,0.0000
ailtire,0.0005,312.0924,19.8882,1.7729
aglint,0.0289,1124.6250,21.7761,1.4809
@dragon-den/drapkg,0.0000,7.0000,0.0000,0.0000
treky-cli,0.0000,0.0000,0.0000,0.0000
@sapphi-red/dtln-web,0.0478,1565.6471,4.4215,1.8489
@elsa-workflows/elsa-studio-wasm-react,0.0000,856.6977,3.6299,1.9859
focalors,0.0417,48.4545,26.5161,1.0323
com.hikky.heliodorlib,0.0000,4979.0000,8.3506,1.5339
dicomweb-proxy,0.0055,18.2832,1.1887,1.6974
wink-embeddings-sg-100d,0.0000,16.0000,0.0000,0.0000
react-native-onfido-sdk,0.1333,45.2000,0.0000,0.0000
foxpay-native-module,0.0000,77.3333,4.3000,2.8000
calibration,0.0920,21.6000,1.0727,1.7673
react-offline-map,0.0499,118.2222,5.2663,1.7446
cookie987-assets,0.0000,35.0000,3.0000,1.0000
ding-blogdemo,0.0000,1.0526,1.0000,0.7344
shuvcode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@songxin/opencode-linux-x64,0.0020,6.6047,1.0539,1.4568
sumi-fonts,0.0000,94.0000,31.3333,0.3333
cputil-node,0.1667,52.2500,10.5714,1.0714
@silicogenai/silicogen-cli-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
gg.easy.airship,0.0000,568.0000,1.0122,2.0809
postgresql-dist-darwin-x64,0.0000,0.0000,0.0000,0.0000
@ngcloudsec/cdxgen-plugins-bin,0.0000,8.0000,0.0000,0.0000
@zk-kit/semaphore-artifacts,0.0000,0.0000,0.0000,0.0000
@gabrieleroncolato/emception-core,0.0531,26.4000,1.0000,2.8752
@wiggumdev/ralph-windows-x64,0.0000,0.0000,0.0000,0.0000
@jonbrennecke/react-native-camera,0.0000,2.0000,1.0000,1.7526
@dxos/cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
bdk-rn,0.0546,66.1186,7.3571,1.0000
opengit-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
cadviewer-conversion-server,0.0047,1210.4923,31.8910,1.7312
com.wikitude.phonegap.wikitudeplugin,0.0000,295.0000,33.0000,0.0000
@extjs/sencha-cmd-macos-jre,0.5000,82.0000,0.0000,0.0000
@silicogenai/silicogen-cli-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@silicogenai/silicogen-cli-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
manual-html,0.0000,57.8462,2.6787,1.7952
obs-studio-node-secondary,0.0667,305.2222,6.6071,1.0714
@licensespring/node-sdk,0.0104,186.4175,9.7770,1.4460
@dxos/cli-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@silicogenai/silicogen-cli-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@dragon-den/install-jdk-11,0.0000,0.0000,0.0000,0.0000
@runanywhere/onnx,0.0714,107.1429,5.5000,0.0000
react-native-bd-asr,0.0000,75.2000,7.0000,1.0000
@fentest/comps,0.0078,27.0746,10.0435,1.0870
@atrvd/onsteroids,0.0773,533.5714,32.8458,1.0697
@fxyyf-test/react-native-harmony,0.0131,85.7647,19.4762,1.2381
@dxos/cli-win32-x64,0.0000,0.0000,0.0000,0.0000
react-native-microscope,0.0417,27.3750,16.0000,0.0000
nextpnr,0.1000,2676.0000,15.8069,1.5103
react-native-zcash,0.0179,78.0000,5.1111,1.3889
postgresql-dist-darwin-arm64,0.0000,0.0000,0.0000,0.0000
tsbinddotnet,0.0000,25.0000,8.5000,0.0000
@fhir-typescript/r4-core,0.0001,520.9304,153.0000,2.0000
@synsci/cli-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
pb-ngx-toast,0.0142,33.8718,4.5500,0.9000
@plot-ai/win32-x64-msvc,0.0000,0.0000,0.0000,0.0000
dolphin888,0.0000,38.6890,9.0106,1.4982
shuvcode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
react-native-opencv3,0.1667,209.7143,28.5000,1.0000
react-native-light-color-picker,0.0213,37.4857,10.4762,1.2857
@logo-rn/template,0.0278,11.5714,0.0000,0.0000
opengit-linux-arm64,0.0000,0.0000,0.0000,0.0000
shuvcode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
shuvcode-windows-x64,0.0000,0.0000,0.0000,0.0000
@milaboratories/tengo-tester,0.0128,23.7692,6.1765,1.4118
@internxt/rn-crypto,0.0417,57.4444,6.8718,2.2051
@crypto-frontmatter/eip155-1-erc20,0.0002,2313.0000,0.0000,0.0000
@silicogenai/silicogen-cli-windows-x64,0.0000,0.0000,0.0000,0.0000
cstiedr,0.0000,5.3333,1.0000,1.4286
react-native-alpha-scroll-flat-list-haptic,0.0445,51.8889,110.0000,0.0000
@jchinkle/react-arborist,0.0135,87.6049,14.2099,1.2881
@runanywhere/llamacpp,0.0714,80.8571,5.5000,0.0000
cordova-plugin-jitsi-meet,0.0000,10.0000,0.0000,0.0000
xp.network,0.0543,409.2245,66.7876,2.0000
react-able-player,0.0000,979.2391,25.1250,1.0625
opengit-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
quadsystems-data-test,0.0000,5.3333,0.0000,0.0000
moorhen,0.0000,42.8765,1.4038,1.7636
@glomex/glomex-dialog,0.5000,593.0000,17.8667,0.9667
react-native-native-toast-library123,0.0667,73.6429,24.0000,0.0000
generator-dgp-web-aspnetcore,0.0185,20.2222,0.0000,0.0000
hubble-react-native,0.0000,35.6667,0.0000,0.0000
@herdwatch/sentry-cordova,0.0128,595.6750,13.5984,1.4104
react-native-arabic-numbers,0.0694,10.7500,0.0000,0.0000
@gnolang/gnonative,0.0182,154.1277,29.0000,1.0769
my-app-firebase-plugin,0.0500,93.2500,13.8000,1.4000
longport-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
geojson-cn,0.0000,65.2000,4.0714,2.0000
bun-webkit-linux-amd64-lto,0.0000,26.0000,0.0000,0.0000
@offline-protocol/mesh-sdk,0.0321,447.8462,5.2500,1.0000
io.magicave.solid-unity,0.0000,59.0000,1.2554,1.7446
@acentera/node,0.0000,35.5000,34.5000,0.0000
cloudify-ui-components,0.0001,29.7456,8.4945,1.5942
inertialrush-game-test,0.0315,1267.9762,19.0715,2.0031
bun-webkit-linux-arm64-lto,0.0000,26.0000,0.0000,0.0000
@three-em/node,0.1500,151.0000,14.0000,0.0000
@molybden-apps/molybden-darwin-x64-debug,0.0000,0.0000,0.0000,0.0000
amazon-sumerian-hosts-polly-optimized,0.0277,198.1270,8.6923,1.0769
@cromwell/admin-panel,0.0000,247.4030,10.3527,1.5250
@wiggumdev/ralph-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
opengit-linux-x64,0.0000,0.0000,0.0000,0.0000
retypeapp-win-x64,0.0000,31.0000,4.5000,1.0000
@unomed/react-native-matrix-sdk,0.0089,2174.1233,34.2484,0.9020
bun-webkit-linux-arm64,0.0000,26.0000,0.0000,0.0000
react-native-android-toast,0.1667,20.3333,0.0000,0.0000
react-viro-sw,0.0098,82.5507,22.3529,1.5294
bun-webkit-macos-arm64-lto,0.0000,26.0000,0.0000,0.0000
react-native-stockfish-chess-engine,0.0000,29.6667,3.0000,0.3333
meva-app-plugin-firebase,0.0500,93.2500,13.8000,1.4000
node-java-fhir-validator,0.0035,310.2406,3.0712,1.9838
react-offline-map-2,0.0600,2841.5000,7.0000,1.5497
@coinbase/waas-sdk-react-native,0.0000,513.0000,3.5135,1.4865
shuvcode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
shuvcode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
embedpdf-snippet-i18n,0.0000,10.1371,1.0000,1.5557
@fugood/react-native-skia,0.0007,26.8980,9.6927,1.6982
opengit-windows-x64,0.0000,0.0000,0.0000,0.0000
react-native-template-minimal-ts-lint-husky,0.0179,10.2857,0.0000,0.0000
ishtms-editor,0.0264,9616.0769,22.1995,1.5057
rn-initapp-typescript-template,0.0227,9.1111,7.0000,0.0000
zipy_sdk_abhiram_testing,0.0604,35.4615,25.6667,1.1111
react-native-outline-scanner,0.0000,3.0000,0.0000,0.0000
ozybase,0.0000,1030.0000,29.5405,1.4595
@adunne09/waldo-linux-x64,0.0000,0.0000,0.0000,0.0000
portablegit,0.0059,51.3317,8.7248,1.6541
@lightprotocol/cli,0.0137,39.1667,14.9024,0.9512
testing_npm_project_1,0.0333,8.1667,6.0000,3.0000
react-native-module-calender,0.0000,8.5000,0.0000,0.0000
zoomv8,0.0556,13.0000,23.0000,0.0000
@arifodev/react-viro,0.0317,162.6607,14.2500,1.7500
dms-control-package,0.0848,141.9333,33.6250,2.0000
@go-len/go-len-runtime-linux,0.0000,153.0000,15.4286,1.0000
dynatrace-cordova-plugin,0.2033,147.2143,16.7791,1.3256
large-nft,0.0007,75.1879,2.9234,1.9157
background-removal-node-pjh,0.0000,9895.0000,17.8132,1.8434
@op-engineering/react-native-prisma,0.0161,54.4516,62.0833,0.5000
fingerprint-me-not,0.0450,45.8333,7.0000,1.0000
justlovesmile-img,0.0000,0.0000,0.0000,0.0000
STEPNode,0.0000,15.0000,0.0000,0.0000
@eugustavo/progen,0.0145,18.0870,22.1818,1.0000
grnsight,0.0069,353.6535,32.0946,1.4399
retypeapp-darwin-x64,0.0000,35.0000,7.0000,1.0000
@bubolabs/wallet-rn-sdk,0.0857,651.6190,12.9646,1.1646
shuvcode-linux-arm64,0.0000,0.0000,0.0000,0.0000
expo-androidwebviewdetector,0.0110,75.1429,1.0324,1.8946
@idosal/agentcraft,0.0112,41.8235,1.6237,1.4539
cacatoo,0.0091,616.0222,7.6552,1.9459
xingshu-coder,0.0400,1041.1200,24.0958,1.0803
rn-offline-tts,0.0000,3.0000,0.0000,0.0000
@processandtools/rp-article-designer,0.0000,15.2619,1.0000,1.5976
childtwo,0.0476,11.4000,3.0000,0.0000
@lobehub/fluent-emoji-modern,0.0000,0.0000,0.0000,0.0000
@next/rs,0.0000,198.0000,56.6000,0.8000
termeet-cli-darwin-x64,0.0000,0.0000,0.0000,0.0000
cytoscape-cx2js,0.0606,2040.7273,29.1248,1.9695
schematic-nest-server-gamechanger,0.0061,38.3636,27.1875,2.0875
tree-sitter-systemverilog,0.1000,1261.2500,5.2941,1.8824
@monax/blackstone,0.0013,186.5220,5.4310,3.6738
@go-len/go-len-runtime-windows,0.0000,153.0000,15.4286,1.0000
termeet-cli-darwin-arm64,0.0000,0.0000,0.0000,0.0000
react-native-template-capichi,0.0118,14.5862,9.4706,1.0000
sdn-emception,0.0000,0.0000,0.0000,0.0000
cumnulla,0.0000,121.0818,26.1364,1.3393
earthsdk3-assets,0.0000,271.0000,16.4000,1.4667
@0xb/icbc-helper,0.0000,3.0000,0.0000,0.0000
tfjs-cifar10-web,0.0889,15.0000,1.0000,1.0000
@moveindustries/movement-cli,0.0105,13.3333,13.5769,0.6923
runing-monitor,0.0173,1500.5769,5.0600,2.1453
dotcms-cli-demo,0.0000,34.0000,0.0000,0.0000
@around25/react-native-swipe-pager,0.0833,55.8889,8.7500,1.2500
luxstaynpm1,0.1500,17.0000,0.0000,0.0000
generator-titpl,0.0000,217.4455,14.6084,1.3896
papersgpt-for-zotero,0.0000,0.0000,0.0000,0.0000
@coffree/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
jp.supertask.shaderlibcore,0.0000,0.0000,0.0000,0.0000
@mapgis/mobile-react-native,0.0153,207.5549,2.4286,1.5000
megaten,0.0541,2605.4545,2.3333,1.0000
@lobehub/fluent-emoji-anim-2,0.0000,0.0000,0.0000,0.0000
@fugood/node-whisper-linux-arm64-cuda,0.0000,0.0000,0.0000,0.0000
barryimg,0.0000,0.0000,0.0000,0.0000
@mlx-node/core-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@molybden-apps/molybden-win-x64-debug,0.0000,0.0000,0.0000,0.0000
youshan-admin,0.0000,525.0000,36.1429,1.2857
amazon-sumerian-hosts,0.0277,198.2540,8.6923,1.0769
com.beanbag.firebase.app,0.0000,0.0000,0.0000,0.0000
react-native-crispyshot,0.0452,226.8095,37.6577,0.7207
forestal-prod,0.0000,4973.2500,9.3255,1.9569
react-native-air-component,0.1500,14.5000,0.0000,0.0000
react-native-template-nrt,0.0041,21.1750,5.4516,0.9355
firebase-ios-sdk,0.0000,0.0000,0.0000,0.0000
@jasonczc/haqi-linux-x64,0.0000,0.0000,0.0000,0.0000
scenegis-vue,0.0321,523.5000,13.6346,1.0962
fapro-free,0.0000,2056.2857,8.5658,1.4580
termeet-cli-windows-x64,0.0000,0.0000,0.0000,0.0000
applyby-clients,0.0008,37.0490,1.7875,1.2751
uwebsockets,0.0043,64.4474,9.2439,1.5610
@srdcloud/codefree-windows-x64,0.0000,0.0000,0.0000,0.0000
termeet-cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
cordova-plugin-ffmpeg,0.0000,11.0000,0.0000,0.0000
@3kmfi6hp/nodejs-proxy,0.1500,9.0000,1.0000,3.1053
nectarjs_external,0.0000,1.0000,0.0000,0.0000
@srdcloud/codefree-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@openhistoricalmap/map-styles,0.0000,18251.5000,0.0000,0.0000
@beeai/cli,0.0000,85.2222,24.8462,1.0000
gamernotitle-oss,0.0000,556.3000,21.7730,1.0736
dnm-node-cep-ffmpeg-installer,0.3333,14.0000,8.0000,1.0000
contactuseditor,0.0088,55.0625,0.0000,0.0000
@srdcloud/codefree-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@adunne09/waldo-linux-arm64,0.0000,0.0000,0.0000,0.0000
cordova-plugin-gaode,0.0000,26.0000,0.0000,0.0000
retypeapp-win-x86,0.0000,31.0000,4.5000,1.0000
@srdcloud/codefree-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@srdcloud/codefree-linux-x64,0.0000,0.0000,0.0000,0.0000
react-native-openalpr2,0.0000,104.0000,19.0000,1.0000
node-yt-dl-cli,0.5000,423.0000,162.3333,0.1667
@idnow/react-autoident,0.0107,6.1176,3.5000,1.0000
skeleton-loading-test,0.0238,17.8333,23.0000,0.0000
ffprobe-static-arm64,0.5000,15.5000,0.0000,0.0000
@zzp123/hapi-win32-x64,0.0000,0.0000,0.0000,0.0000
vibecanvas-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@pyodide/pyodide,0.0000,12.3205,1.1105,1.9372
drizzle-gen,0.0000,73.0000,27.5000,0.0000
c-tools-js,0.0000,412.6471,11.6870,1.3435
@fathym/public-web,0.0000,1.0000,1.0000,1.6707
verde-app-darwin-x64,0.0000,7.0000,3.0000,0.0000
@tokamak-network/thanos-contracts,0.0000,0.0000,0.0000,0.0000
